docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
nyp.33433076073893,8660082,9245716,PS3545.E563V3 1922,"Wells, Carolyn,",New York;G,1922,1862,1922,,,The vanishing of Betty Va,us,f,teamred | det100
4730,,,,"Sampson, Emma Speed,",Chicago Re,1922,1868,1922,,Orphans --,The shorn lamb,us,f,chirandom | teamblack
4720,,,,"Paine, Ralph Delahaye,",Philadelph,1922,1871,1922,,Pirates --,Blackbeard: buccaneer,us,m,chirandom | teamred | juvenile | drop
4655,,,,"Burroughs, Edgar Rice,",New York G,1922,1875,1922,,Science fi,The chessmen of Mars,us,m,teamblack | chiscifi
mdp.39015062473205,5110965,63670224,,"Marquand, John P.",New York;C,1922,1893,1922,,,The unspeakable gentleman,us,m,teamred | random
4698,,,,"Kyne, Peter B.",New York C,1922,1880,1922,,Shipping c,Cappy Ricks retires,us,m,chirandom | teamred
4690,,,,"Hough, Emerson,",New York H,1922,1857,1922,,Missouri R,The young Alaskans on the,us,m,chirandom | teamred
nyp.33433076072051,7663321,9369637,PZ3.J547Mo,"Jewell, Edward Alden,",New York;A,1922,1888,1922,,,The moth decides,us,m,teamblack | random
mdp.39015085351131,7429484,237143141,,"Emerson, Alice B.",New York;C,1922,1869,1922,,Juvenile f,Ruth Fielding on the St. ,,f,teamred | locdetmyst | juvenile | drop
nyp.33433082332069,5805688,1410101,,"Hope, Laura Lee.",New York;G,1922,,1922,,Bobbsey Tw,The Bobbsey Twins at the ,,f,teamblack | locdetmyst | juvenile | drop
4748,195,,,"Traprock, Walter E.","New York; London G.P. Putnam's Sons,  : The Knickerbocker Press 1922",1922,1877,1922,,Arctic Regions;Arctic regions,My northern exposure,us,m,chirandom | teamblack
uc2.ark+=13960=t9c53g45j,7647543,39486112,PZ1.F885Ma,"French, Joseph Lewis,",Garden Cit,1922,,1922,v.1,Ghost stor,Masterpieces of mystery,,m,teamblack | locdetmyst | locghost
uc2.ark+=13960=t70v8bj6k,7647543,39486112,PZ1.F885Ma,"French, Joseph Lewis,",Garden Cit,1922,,1922,v.3,Ghost stor,Masterpieces of mystery,,m,teamblack | locdetmyst | locghost
uc2.ark+=13960=t23b5ww6x,7647543,39486112,PZ1.F885Ma,"French, Joseph Lewis,",Garden Cit,1922,,1922,v.2,Ghost stor,Masterpieces of mystery,,m,teamblack | locdetmyst | locghost
11113,,,,"Oppenheim, E. Phillips,",Boston Lit,1923,1866,1923,,"Sayers, Mi",Michael's evil deeds,uk,m,teamred | chimyst
11114,,,,"Phillpotts, Eden,",London: Hu,1923,1862,1923,,,The red Redmaynes,uk,m,det100 | teamblack
11109,,,,"Le Queux, William,",New York M,1923,1864,1923,,Mystery fi,The voice from the void,uk,m,teamred | chimyst
10008,,,,"Burroughs, Edgar Rice,",Chicago A.,1923,1875,1923,,Science fi,Pellucidar,us,m,teamred | chiscifi
11018,,,,"Wells, H. G.",New York M,1923,1866,1923,,Science fi,Men like gods,uk,m,teamred | chiscifi
10216,,,,"Bromfield, Louis,",New York G,1924,1896,1924,,Ohio -- Ma,The green bay tree,us,m,chirandom | teamblack
11123,,,,"Freeman, R. Austin,",New York; ,1924,1862,1924,,Mystery an,The red thumb mark,uk,m,teamblack | chimyst
11121,,,,"Fletcher, J. S.",New York; ,1924,1863,1924,,Mystery fi,The safety pin,uk,m,teamblack | chimyst
10235,,,,"Burroughs, Edgar Rice,",New York A,1925,1875,1925,,Science fi,The moon men,us,m,teamblack | chiscifi
11022,,,,"Ford, Ford Madox,",New York A,1925,1873,1925,,Great Brit,No more parades,uk,m,chirandom | teamred
11156,,,,"Phillpotts, Eden,",London Hut,1925,1862,1925,,,A voice from the dark,uk,m,chirandom | det100 | teamblack
11148,,,,"Knox, Ronald Arbuthnott,",London Met,1925,1888,1925,,Mystery an,The viaduct murder,uk,m,teamred | chimyst
11141,,,,"Christie, Agatha,", Bodley 19,1925,1890,1925,,,Poirot investigates,uk,f,chirandom | det100 | teamblack
11166,,,,"Fraser, Ronald,",New York B,1926,1888,1926,,Fantasy fi,Flower phantoms,uk,m,teamred | chifantasy
11169,,,,"Gask, Arthur,",London H. ,1926,1872,1926,,,Cloud: the smiter,uk,m,chirandom | teamblack | chimyst
10265,,,,"Van Dine, S. S",New York: ,1926,1888,1926,,"Vance, Phi",The Benson murder case,us,m,teamred | det100
10250,,,,"Biggers, Earl Derr,",Indianapol,1926,1884,1926,,San Franci,Fifty candles,us,m,teamred | det100 | chimyst
11203,,,,"Mirrlees, Hope,",New York A,1927,1887,1927,,Fantasy fi,Lud-in-the-Mist,uk,f,chifantasy | teamblack
11191,,,,"Buchan, John,",Boston; Ne,1927,1875,1927,,Scotland;C,Witch wood,uk,m,chirandom | chifantasy | teamblack
11030,1192,,,"Woolf, Virginia,","New York Harcourt, Brace & Co. 1927",1927,1882,1927,,"Skye, Island of (Scotland);",To the lighthouse,uk,f,chirandom | teamblack
10270,,,,"Hill, Grace Livingston,",New York G,1927,1865,1927,,Religious ,Job's niece,us,f,chirandom | teamblack
10272,,,,"Keeler, Harry Stephen,",New York E,1927,1890,1927,,Newspaper ,Find the clock,us,m,teamred | chimyst
10269,,,,"Glaspell, Susan,",London E. ,1927,1876,1927,,Mystery an,A jury of her peers,us,f,chirandom | teamred | chimyst
LovecraftCharlesDexter1927,,,,"Lovecraft, H. P.",,1927,1890,1927,,,The Case of Charles Dexter Ward,us,m,teamblack | pbgothic
10286,,,,"Esteven, John,",New York; ,1928,1888,1928,,Mystery fi,The door of death,us,m,teamblack | chimyst
11226,,,,"Cox, Erle,",New York R,1928,1873,1928,,Science fi,Out of the silence,au,m,teamblack | chiscifi
10053,,,,"Burroughs, Edgar Rice,",New York G,1928,1875,1928,,Science fi,The master mind of Mars,us,m,teamblack | chiscifi
10292,,,,"Keeler, Harry Stephen,",New York E,1928,1890,1928,,Murder;Mys,Sing Sing nights,us,m,teamred | chimyst
11234,,,,"Knox, Ronald Arbuthnott,",London Met,1928,1888,1928,,,The footsteps at the lock,uk,m,chirandom | teamred | det100
11242,,,,"Wright, S. Fowler,",New York C,1928,1874,1928,,Science fi,The island of Captain Spa,uk,m,teamred | chifantasy | chiscifi
10298,,,,"Wells, Carolyn,",Garden Cit,1928,-194,1928,,Mystery fi,Deep-Lake mystery,us,f,teamblack | chimyst
10302,,,,"Burroughs, Edgar Rice,",New York G,1929,1875,1929,,Science fi,The monster men,us,m,teamred | chiscifi
10312,,,,"Lewis, Sinclair,",New York H,1929,1885,1929,,Retired ex,Dodsworth,us,m,chirandom | teamblack
10310,,,,"Kline, Otis Adelbert,",Chicago A.,1929,1891,1929,,Science fi,The planet of peril,us,m,teamblack | chiscifi
11100,,,,"Hammett, Dashiell,",New York; ,1929,1894,1929,,Gangs;Unit,Red Harvest,us,m,hardboiled | det100 | teamblack | chimyst
11255,,,,"Christie, Agatha,",New York D,1929,1890,1929,,England;Po,The Seven dials mystery,uk,f,teamred | chimyst | cozy
11252,,,,"Berkeley, Anthony,",Garden Cit,1929,1893,1929,,Mystery fi,The poisoned chocolates c,uk,m,teamblack | chimyst
10301,,,,"Burroughs, Edgar Rice,",New York A,1929,1875,1929,,Science fi,Tanar of Pellucidar,us,m,teamred | chiscifi
10065,,,,"Burnett, W. R.",New York L,1929,1899,1929,,Mystery an,Little Caesar,us,m,teamred | chimyst
11277,,,,"Wallace, Edgar,",London W. ,1929,1875,1929,,,The lone house mystery,uk,m,chirandom | teamblack | chimyst
11285,,,,"Berkeley, Anthony,",Garden Cit,1930,1893,1930,,England --,The Piccadilly murder,uk,m,teamblack | chimyst
11298,,,,"Manning, Frederic,",London P. ,1930,1882,1930,,"World War,",Her privates: we,au,m,chirandom | teamblack
11302,,,,"Sayers, Dorothy L.",New York B,1930,1893,1930,,England;Wi,Strong poison,uk,f,teamblack | chimyst | cozy
11311,,,,"Williams, Charles,",London Vic,1930,1886,1930,,Good and e,War in heaven,uk,m,chifantasy | teamblack
10086,,,,"Stratemeyer, Edward,",Boston Lot,1930,1862,1930,,Mexican Wa,With Taylor on the Rio Gr,us,m,chirandom | teamblack
10083,,,,"Burroughs, Edgar Rice,",New York G,1930,1875,1930,,Adventure ,Tarzan at the earth's cor,us,m,teamred | chifantasy | chiscifi
10336,,,,"Kline, Otis Adelbert,",Chicago A.,1930,1891,1930,,Science fi,Maza of the moon,us,m,teamred | chiscifi
11305,,,,"Stapledon, Olaf,",London Met,1930,1886,1930,,Science fi,Last and first men,uk,m,teamred | chiscifi
11300,,,,"Oppenheim, E. Phillips,",Boston Lit,1930,1866,1930,,London (En,The million pound deposit,uk,m,teamred | chimyst
10330,,,,"Hammett, Dashiell,",New York; ,1930,1894,1930,,Mystery fi,The Maltese falcon,us,m,hardboiled | det100 | teamblack | chimyst
10337,,,,"Kline, Otis Adelbert,",Chicago A.,1930,1891,1930,,Science fi,The prince of peril,us,m,teamblack | chiscifi
11349,,,,"Williams, Charles,",London Vic,1931,1886,1931,,Paranormal,Many dimensions,uk,m,chirandom | teamblack
10362,,,,"Smith, Thorne,",Garden Cit,1931,1892,1931,,Humorous f,The night life of the god,us,m,chifantasy | teamblack | chiscifi
10361,,,,"Schuyler, George S.",New York M,1931,1895,1931,,Humorous f,Black no more,us,m,teamblack | chiscifi
10365,,,,"Taylor, Phoebe Atwood",New York: ,1931,1909,1931,,Massachuse,The Cape Cod mystery,us,f,det100 | teamblack
10359,,,,"Queen, Ellery,",New York F,1931,,1931,,Fathers an,The Dutch shoe mystery,us,m,teamred | det100 | chimyst
10353,,,,"Hill, Grace Livingston,",New York G,1931,1865,1931,,Family-own,The chance of a lifetime,us,f,chirandom | teamred
10357,,,,"Merritt, Abraham,",New York H,1931,1884,1931,,Science fi,The face in the abyss,us,m,chifantasy | teamblack | chiscifi
10355,,,,"Leinster, Murray,",New York B,1931,1896,1931,,Science fi,Murder madness,us,m,teamblack | chiscifi
10096,,,,"Merritt, Abraham,",New York A,1931,1884,1931,,Science fi,Face in the abyss,us,m,teamred | chiscifi
11323,,,,"Connington, J. J.",Boston Lit,1931,1880,1931,,,The boathouse riddle,uk,m,chirandom | teamblack | chimyst
10090,,,,"Cummings, Ray,",New York A,1931,1887,1931,,Science fi,Brigands of the moon,us,m,teamblack | chiscifi
11339,,,,"Rohmer, Sax,",Garden Cit,1931,1883,1931,,"Fu Manchu,",Daughter of Fu Manchu,uk,m,teamblack | chimyst
11316,,,,"Armstrong, Martin,",London V. ,1931,1882,1931,,,The romantic adventures o,uk,m,chirandom | teamblack
11384,,,,"Snow, C. P.",Garden Cit,1932,1905,1932,,England;Ph,Death under sail,uk,m,teamblack | chimyst
11385,,,,"Stapledon, Olaf,",London Met,1932,1886,1932,,Science fi,Last men in London,uk,m,teamred | chiscifi
11383,,,,"Shute, Nevil,", Leicester,1932,1899,1932,,"World War,",Lonely road,uk,m,chirandom | teamred
11364,,,,"Evans, Margiad,",London Art,1932,1909,1932,,English fi,Country dance,uk,f,chirandom | teamred
11358,,,,"Bramah, Ernest,",London etc,1932,1869,1932,,Fantasy fi,The moon of much gladness,uk,m,chifantasy | teamblack
11043,,,,"Huxley, Aldous,",Garden Cit,1932,1894,1932,,Culture;Gr,Brave new world,uk,m,chiutopia | teamblack | chiscifi
11044,,,,"Morgan, Charles,",New York A,1932,1894,1932,,Engelse fi,The fountain,uk,m,chirandom | teamred
10377,,,,"Dos Passos, John,",New York H,1932,1896,1932,,Influence ,1919,us,m,chirandom | teamred
10380,,,,"Faulkner, William",New York: ,1932,1897,1932,,Racially m,Light in August,us,m,teamblack | pbgothic
11416,,,,"White, Ethel Lina,",New York H,1933,1876,1933,,,Put out the light,uk,f,chirandom | teamred | chimyst
11046,,,,"Hilton, James,",New York W,1933,1900,1933,,Buddhist m,Lost horizon,uk,m,chiutopia | chifantasy | teamblack
10108,,,,"Herrick, Robert,",New York F,1933,1868,1933,,Utopias;Ut,Sometime,us,m,chiutopia | teamblack
11404,,,,"Oppenheim, E. Phillips,",Boston Lit,1933,1866,1933,,Monaco -- ,Murder at Monte Carlo,uk,m,teamred | chimyst
10403,,,,"Endore, S. Guy,",New York F,1933,1900,1933,,Paris (Fra,The werewolf of Paris,us,m,chifantasy | teamblack | chihorror
11396,,,,"Franklin, Miles,", Sydney : ,1933,1879,1933,,,Bring the monkey,au,f,chirandom | teamred | chimyst
10435,,,,"Dickson, Carter,",New York W,1934,1906,1934,,"Merrivale,",The Plague court murders,us,m,chirandom | teamred | chimyst
11442,,,,"Linklater, Eric,",New York F,1934,1899,1934,,Scottish f,Magnus Merriman,uk,m,chirandom | teamred
10460,,,,"Teilhet, Darwin L.",New York W,1934,1904,1934,,Mystery fi,The talking sparrow murde,us,m,teamblack | chimyst
DinesenGothicTales1934,,,,"Dinesen, Isak,",,1934,1885,1934,,,Seven Gothic Tales,da,f,teamblack | pbgothic
11472,,,,"Montgomery, L. M.",Toronto Mc,1935,1874,1935,,,Mistress Pat,ca,f,chirandom | teamblack
11469,21,,,"McKinney, J. P,"," Sydney, Angus & Robertson 1935",1935,1891,1935,,"World War, 1914-1918",Crucible,au,m,chirandom | teamred
11468,,,,"Marsh, Ngaio,",Boston itt,1935,1895,1935,,"Alleyn, Ro",The nursing home murder,nz,f,chirandom | teamblack | chimyst | cozy
11462,,,,"Heyer, Georgette,",London; To,1935,1902,1935,,Large type,Regency buck,uk,f,chirandom | teamblack
10476,,,,"Lewis, Sinclair,",Garden Cit,1935,1885,1935,,Political ,It can't happen here,us,m,teamred | chiscifi
10117,,,,"Burroughs, Edgar Rice,",Calif. Tar,1935,1875,1935,,Fantasy fi,Tarzan and the leopard me,us,m,chifantasy | teamblack
11499,,,,"Innes, Michael,",London Vic,1936,1906,1936,,,Death at the president's ,uk,m,chirandom | teamred | chimyst
10490,,,,"Gellhorn, Martha,",London Put,1936,1908,1936,,,The trouble I've seen,us,f,chirandom | teamred
10494,,,,"Latimer, Jonathan,",Garden Cit,1936,1906,1936,,Mystery fi,Murder in the madhouse,us,m,teamblack | chimyst
10514,,,,"Bristow, Gwen,",New York T,1937,1903,1937,,Plantation,Deep summer,us,f,chirandom | teamblack
11552,,,,"Wells, H. G.",London Cha,1937,1866,1937,,Science fi,Star-begotten,uk,m,teamred | chiscifi
11545,,,,"Rhode, John",New York: ,1937,1884,1937,,,The harvest murder,uk,m,teamred | det100
10531,743,,,"Steinbeck, John,",New York Modern library 1937,1937,1902,1937,,Fiction in English;California;Ranch life;,Of mice and men,us,m,chirandom | teamred
10526,112,,,"Pseudoman, Akkad,"," Princeton, N.J., Scientific Pub. Co. 1937",1937,1866,1937,,Science -- Philosophy;Technology -- Philosophy;Hypothesis,Zero to eighty,us,m,chirandom | teamblack | chiscifi
11519,,,,"Allingham, Margery,",London W. ,1937,1904,1937,,England;My,Dancers in mourning,uk,f,chirandom | teamred | chimyst | cozy
11535,,,,"Linklater, Eric,",London J. ,1937,1899,1937,,English fi,Juan in China,uk,m,chirandom | teamred
10561,,,,"Sarton, May,",Boston; Ca,1938,1912,1938,,Friendship,The single hound,us,f,chiutopia | teamblack
11591,,,,"Wright, S. Fowler,",London H. ,1938,1874,1938,,Science fi,The adventure of Wyndham ,uk,m,chirandom | chiutopia | teamblack | chiscifi
11575,,,,"Hyde, Robin,",London Hur,1938,1906,1938,,Young wome,The godwits fly,nz,f,chirandom | teamred
11061,,,,"Du Maurier, Daphne,",Garden Cit,1938,1907,1938,,England;En,Rebecca,uk,f,teamred | pbgothic
11564,,,,"Connington, J. J.",Boston Lit,1938,1880,1938,,Mystery fi,Murder will speak,uk,m,teamblack | chimyst
11584,,,,"Priestley, J. B.",London Wil,1938,1894,1938,,Science fi,The doomsday men,uk,m,teamred | chiscifi
10543,,,,"Carr, John Dickson",New York: ,1938,1906,1938,,"Fell, Gide",To wake the dead,us,m,det100 | teamblack
10542,,,,"Burroughs, Edgar Rice,",New York; ,1938,1875,1938,,Science fi,The lad and the lion,us,m,teamred | chiscifi
11606,,,,"Freeman, R. Austin,",London Hod,1939,1862,1939,,"Thorndyke,",The stoneware monkey,uk,m,teamred | chimyst
11593,,,,"Berkeley, Anthony,",New York G,1939,1893,1939,,Mystery fi,Death in the house,uk,,teamblack | chimyst
11592,,,,"Allan, Ted,",New York W,1939,1916,1939,,Spain -- H,This time a better earth,ca,m,chirandom | teamred
10588,,,,"Stout, Rex,",New York; ,1939,1886,1939,,Indiana;My,Mountain cat Murders,us,m,teamred | det100 | chimyst
10889,,,,"Chandler, Raymond,",London Pen,1948,1888,1939,,Los Angele,The big sleep,us,m,hardboiled | det100 | teamblack | chimyst
11101,,,,"Chandler, Raymond,",New York: ,1940,1888,1940,,,Farewell My Lovely,us,m,det100 | teamblack | hardboiled
10622,,,,"Reilly, Helen,",New York R,1940,1890,1940,,Scottish A,The dead can tell,us,f,teamred | chimyst
10621,,,,"Rawson, Clayton,",New York G,1940,1906,1940,,Magicians;,The headless lady,us,m,teamred | chimyst
11664,,,,"Shute, Nevil,",New York: ,1940,1899,1940,,"World War,",Landfall,uk,m,chirandom | teamblack
10151,,,,"Atkinson, Eleanor,",New York H,1940,1863,1940,,Dogs;Skye ,Greyfriars Bobby,us,f,chirandom | teamred
11675,,,,"Christie, Agatha,",New York D,1941,1890,1941,,England;Do,N or M?,uk,f,chirandom | teamblack | chimyst
10645,,,,"Merritt, Abraham,",New York; ,1941,1884,1941,,Science fi,The metal monster,us,m,teamred | chiscifi
11681,,,,"Heyer, Georgette,",London Hei,1941,1902,1941,,Large type,Faro's daughter,uk,f,chirandom | teamred
11074,10,,,"Lewis, C. S.",London Collins 1942,1942,1898,1942,,Christianity;Christianisme -- 20e siècle;Christianity -- 20th century;Devil;Religious fiction,The Screwtape letters,uk,m,chirandom | chifantasy | teamblack
11073,,,,"Knight, Eric,",New York; ,1942,1897,1942,,,Sam Small flies again (Th,uk,m,chirandom | teamblack
10679,,,,"Merritt, Abraham,",New York; ,1942,1884,1942,,Science fi,Burn: witch: burn!,us,m,teamred | chimyst | chiscifi
10690,,,,"Rinehart, Mary Roberts,",New York P,1942,1876,1942,,Mystery fi,The door,us,f,chirandom | teamred | chimyst
10661,,,,"Eberhart, Mignon Good",New York: ,1942,1899,1942,,Medical no,Wolf in man's clothing,us,f,det100 | teamblack | cozy
10665,,,,"Gardner, Erle Stanley,",New York D,1942,1889,1942,,Mystery fi,The case of the empty tin,us,m,teamred | det100 | chimyst
10688,,,,"Rice, Craig,",New York S,1942,1908,1942,,Mystery fi,The big midget murders,us,m,det100 | teamblack | chimyst
11709,,,,"Marsh, Ngaio,",New York S,1942,1895,1942,,"Alleyn, Ro",A man lay dead,nz,f,chirandom | teamblack | chimyst | cozy
11703,,,,"Christie, Agatha,",London Pub,1942,1890,1942,,,Five little pigs,uk,f,chirandom | teamblack | chimyst
11711,,,,"Stapledon, Olaf,",London Met,1942,1886,1942,,Science fi,Darkness and the light,uk,m,teamred | chiscifi
11730,,,,"Marsh, Ngaio,",Boston Lit,1943,1895,1943,,"Alleyn, Ro",Colour scheme,nz,f,chirandom | teamred | chimyst
11736,,,,"Wentworth, Patricia,",New York; ,1943,1878,1943,,"Silver, Ma",Miss Silver deals with de,uk,f,chirandom | teamred | chimyst
11724,,,,"Green, Henry,",London: Ho,1943,1905,1943,,England|Fi,Caught,uk,m,chirandom | teamblack
10700,,,,"Cain, James M.",New York; ,1943,1892,1943,,California,Double indemnity,us,m,hardboiled | chimyst | teamred
10723,,,,"Queen, Ellery,",Boston Lit,1943,,1943,,Mystery fi,There was an old woman,us,m,teamred | det100 | chimyst | cozy
10736,,,,"Burroughs, Edgar Rice,"," Tarzana, ",1944,1875,1944,,Science fi,Land of terror,us,m,teamred | chifantasy | chiscifi
10733,,,,"Brackett, Leigh,",New York C,1944,1915,1944,,Extortion;,No good from a corpse,us,f,chirandom | teamred | chimyst
10746,,,,"Hughes, Dorothy B.",New York D,1944,1904,1944,,Murder;Mys,The delicate ape,us,f,chifantasy | teamblack | chimyst
11081,,,,"Joyce, James,",New York N,1944,1882,1944,,Young men ,Stephen hero,ir,m,chirandom | teamred
10761,,,,"Walker, Mildred",New York: ,1944,1905,1944,,Farm life ,Winter wheat,us,f,chirandom | teamred
11778,,,,"Lewis, C. S.",London Bod,1945,1898,1945,,"Ransom, El",That hideous strength,uk,m,chifantasy | teamblack | chiscifi
10778,,,,"Hughes, Dorothy B. 1904- ","Cleveland,",1945,1904,1945,,Band direc,Dread journey,us,f,hardboiled | teamblack | chimyst
10774,,,,"Halliday, Brett,",New York D,1945,,1945,,"Shayne, Mi",Murder is my business,us,m,teamred | chimyst
11782,,,,"Orwell, George,",London Sec,1945,1903,1945,,Satires;Po,Animal farm,uk,m,chiutopia | teamblack
10793,,,,"Stein, Gertrude,",New York R,1945,1874,1945,,,Wars I have seen,us,f,chirandom | teamred
10765,,,,"Armstrong, Charlotte,",New York C,1945,1905,1945,,Mystery fi,The innocent flower,us,f,teamred | chimyst
11809,,,,"Koestler, Arthur,",New York M,1946,1905,1946,,Jews;Jewis,Thieves in the night,uk,m,chirandom | teamblack
11803,,,,"Forester, C. S.",Boston Lit,1946,1899,1946,,Great Brit,Lord Hornblower,uk,m,chirandom | teamblack
10829,,,,"Taine, John,",Buffalo; P,1946,1883,1946,,Science fi,The time stream,us,,teamred | chiscifi
10827,,,,"Sherman, Harold M.",Chicago Ce,1946,1898,1946,,Science fi,The green man,us,m,teamblack | chiscifi
10828,,,,"Stout, Rex,",New York V,1946,1886,1946,,New York (,The silent speaker,us,m,teamred | det100 | chimyst
10181,,,,"Rand, Ayn,",New York N,1946,1905,1946,,Individual,Anthem,us,f,teamred | chiscifi
10835,,,,"Welty, Eudora,","New York: Harcourt, Brace & Co.",1946,1909,1946,,,Delta Wedding,us,f,chirandom | teamblack
10834,,,,"Wellman, Manly Wade,",New York P,1946,1903,1946,,Science fi,The solar invasion,us,m,teamred | chiscifi
10832,,,,"Van Vogt, A. E. 1912-  (A",New York D,1946,,1946,,Science fi,Slan,us,,teamblack | chiscifi
10803,,,,"Busch, Niven,",New York; ,1946,1903,1946,,San Franci,Day of the conquerors,us,m,chirandom | teamblack
10808,,,,"Cummings, Ray,",London Ger,1946,1887,1946,,Science fi,The shadow girl,us,m,teamblack | chiscifi
PeakeTitusGroan1946,,,,"Peake, Mervyn,",,1946,1911,1946,,,Titus Groan,uk,m,teamblack | pbgothic
10814,,,,"Fair, A. A.",New York W,1946,1889,1946,,Mystery fi,Crows can't count,us,m,teamred | det100 | chimyst
10853,,,,"Heinlein, Robert A.",New York; ,1947,,1947,,Science fi,Rocket ship Galileo,us,m,chirandom | teamred | chiscifi
11829,,,,"Hartley, L. P.",London: Pu,1947,1895,1947,,Domestic f,Eustace and Hilda,uk,m,chirandom | teamblack
10838,,,,"Blunden, Godfrey",Philadelphia: Lippincott,1947,1906,1947,,,A Room on the Route,au,m,chirandom | teamblack
11836,,,,"Robins, Denise,", Leicester,1947,1897,1947,,Large type,More than love,uk,f,chirandom | teamred
10862,,,,"Myers, John Myers,",New York E,1947,1906,1947,,,The wild Yazoo,us,m,chirandom | teamred
10877,,,,"Van Vogt, A. E. 1912-2000"," Reading, ",1947,1912,1947,,Fantasy fi,The book of Ptath,us,,teamred | chifantasy
10874,,,,"Taine, John,",Pa. Fantas,1947,1883,1947,,Science fi,The forbidden garden,us,,teamred | chiscifi
10911,,,,"Queen, Ellery,",Boston Lit,1948,,1948,,Sculptor;A,Ten days' wonder,us,m,chirandom | det100 | teamblack | chimyst | cozy
10916,,,,"Skinner, B. F.",New York M,1948,1904,1948,,Gesellscha,Walden Two,us,m,chirandom | chiutopia | teamblack
10922,,,,"Wilder, Thornton,",New York: ,1948,1897,1948,,Heads of s,The ides of March,us,m,chirandom | teamred
10923,,,,"Williamson, Jack,",Pa. Fantas,1948,1908,1948,,Werewolves,Darker than you think,us,m,chifantasy | teamblack | chihorror | chiscifi
10883,,,,"Brown, Fredric,",New York E,1948,1906,1948,,Chicago (I,The dead ringer,us,m,teamred | chimyst
Derleth1948,,,,"Derleth, August,",,1948,1909,1948,,,Two stories by Derleth,us,m,teamred | pbgothic | chiscifi
10917,,,,"Smith, E. E.",Pa. Fantas,1948,1890,1948,,Science fi,Skylark three,us,m,teamred | chiscifi
11860,,,,"Mitchell, Gladys,",London M. ,1948,1901,1948,,Mystery an,The Dancing Druids,uk,f,teamblack | chimyst
11877,,,,"Christie, Agatha,", Leicester,1949,1890,1949,,Murder;Lar,Crooked house,uk,f,chirandom | teamred | chimyst
11882,,,,"Ferrars, E. X,",Garden Cit,1949,,1949,,,The March Hare murders,uk,,chirandom | teamred | chimyst
11096,,,,"Orwell, George,",New York H,1949,1903,1949,,Science fi,Nineteen eighty-four,uk,m,teamblack | chiscifi
10954,,,,"Palmer, Stuart,",New York M,1949,1905,1949,,Women teac,Four lost ladies,us,m,chirandom | teamblack | chimyst
10951,,,,"Myers, John Myers,",New York E,1949,1906,1949,,Fantasy fi,Silverlock,us,m,teamred | chifantasy
10968,,,,"Zagat, Arthur Leo,",Pa. Fantas,1949,1896,1949,,Science fi,Seven out of time,us,m,teamblack | chiscifi
10962,,,,"Stout, Rex,",New York V,1949,1886,1949,,New York (,The second confession,us,m,teamred | det100 | chimyst
11900,,,,"Wright, S. Fowler,",New York W,1949,1874,1949,,Science fi,The Amphibians,uk,m,teamred | chiscifi
11896,,,,"Wentworth, Patricia,",Philadelph,1949,1878,1949,,"Silver, Ma",The Catherine-wheel,uk,f,chirandom | teamred
10993,,,,"Howard, Robert E.",New York G,1950,1906,1950,,Fantasy fi,Conan the conqueror,us,m,chifantasy | teamblack
11928,,,,"Symons, Julian,",New York H,1950,1912,1950,,Advertisin,The 31st of February,uk,m,teamred | chimyst
11921,,,,"Pragnell, Festus,",New York  ,1950,1905,1950,,Fantasy fi,The green man of Graypec,uk,m,teamred | chifantasy
11927,,,,"Stapledon, Olaf,",London Met,1950,1886,1950,,Science fi,A man divided,uk,m,teamred | chiscifi
11932,,,,"Wentworth, Patricia,",Philadelph,1950,1878,1950,,"Silver, Ma",Through the wall,uk,f,chirandom | teamblack | chimyst
11004,,,,"Phillips, Rog,",Chicago Ce,1950,1909,1950,,Science fi,Worlds within,us,m,teamred | chifantasy | chiscifi
11007,189,,,"Seton, Anya,",Chicago Sears Readers Club 1950,1950,1904,1950,,Romantic suspense fiction;Large type books;Married women;Arizona;Married women -- Arizona,Foxfire,us,f,chirandom | teamblack
11098,,,,"Lessing, Doris,",New York C,1950,1919,1950,,Murder;Mys,The grass is singing,uk,f,chirandom | teamred | chimyst
11099,,,,"Lewis, C. S.",London G. ,1950,1898,1950,,Fantasy;Fa,The lion: the witch and t,uk,m,chifantasy | teamblack
11907,,,,"Crispin, Edmund,",London V. ,1950,1921,1950,,"Fen, Gerva",Frequent hearses,uk,m,teamblack | chimyst
11903,,,,"Bentley, E. C.",New York A,1950,1875,1950,,Gangs;Amne,Elephant's work,uk,m,chifantasy | teamblack
10202,,,,"Castor, Henry,",Garden Cit,1950,1909,1950,,Spanish-Am,The year of the Spaniard,us,m,chirandom | teamred
10970,,,,"Asimov, Isaac,",Garden Cit,1950,1920,1950,,Science fi,I: robot,us,m,teamblack | chiscifi
10986,,,,"Fast, Howard,",Boston Lit,1950,1914,1950,,United Sta,The proud and the free,us,m,chirandom | teamblack
10983,,,,"Coxe, George Harmon,",New York A,1950,1901,1950,,Mystery fi,The frightened fiancï¿½e,us,m,teamred | chimyst
11013,,,,"Van Vogt, A. E. 1912-2000",New York G,1950,1912,1950,,Science fi,The house that stood stil,us,m,chirandom | teamblack | chiscifi
20041,,,,"Wylie, Philip,",New York R,1951,1902,1951,,Science fi,The disappearance,us,m,teamred | chiscifi
