docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
mdp.39076002286230,9926708,10413912,,"Seaman, Augusta Huiell,","New York;Century;1923, c1915.",1915,1879,1915,,Abandoned houses;Juvenile fiction;Girls;Detective and mystery stories,The boarded-up house,us,f,locdetmyst | juvenile | drop
mdp.39076002607435,9929466,18717400,,"Seaman, Augusta Huiell,",New York;Century;c1917.,1917,1879,1917,,Orphans;Detective and mystery stories;Conduct of life;Friendship;Girls;Loneliness;Solitude;Juvenile fiction,The girl next door,us,f,locdetmyst | juvenile
mdp.39076002194368,9926721,23916790,,"Seaman, Augusta Huiell,",New York;Century;c1921.,1921,1879,1921,,Paper money;Detective and mystery stories;Juvenile fiction;Girls;China,The dragon's secret,us,f,locdetmyst | juvenile | drop
inu.39000005852087,1277225,2608863,,"Seymour, St. John D.","Dublin;Hodges, Figgis & co., ltd.; [etc., etc.;1914.",1914,,,,Ireland;Ghost stories;Ghosts,True Irish ghost stories,,,locghost
mdp.39076002660483,9930255,3194900,,"Snell, Roy J.",Chicago;The Reilly & Lee;c1920.,1920,,1920,,Adventure stories;Detective and mystery stories;Juvenile fiction,Triple spies,,,locdetmyst | juvenile
uiuo.ark+=13960=t3223k32d,8723979,57296189,,"Speight, T. W.",London;Tinsley Brothers;1869.,1869,1830,1868,v.2,,Under lock and key; a story,uk,m,det100
nyp.33433082514187,8654255,18453068,,"St. Clair, Henry.",Philadelphia;J. Harding;1848.,1848,,,,Supernatural in literature;Ghost stories,"Tales of terror; or, The mysteries of magic",,,locghost
mdp.39015063960556,249234,48101478,,"Stevenson, Burton Egbert,","New York;Dodd, Mead and company;1921.",1921,1872,1920,,,The gloved hand;,us,m,det100
nyp.33433075763080,7673651,1935922,PZ3.T674A1,"Tracy, Louis,",New York;R. F. Fenno & Company;1904.,1904,1863,1904,,,The Albert Gate mystery,uk,m,det100
uc2.ark+=13960=t1zc7v45r,7676125,6056454,,"Vance, Louis Joseph,",New York;A. L. Burt;c19l4.,1914,1879,1914,,,The lone wolf,us,m,det100
hvd.32044020321865,9721921,3859253,<blank>,"Vidocq, Eugène François,",,1834,,1829,,,Memoirs of Vidocq,fr,m,det100
nyp.33433076056781,6155283,20963778,PS3144.W212R46 1891,"Ward, Herbert Dickinson,",New York;Tait;c1891.,1891,,,,"Science fiction, American",A republic without a president and other stories,,,locscifi
nyp.33433076073786,8660028,4530196,PZ3.W463GlPS3545.E533,"Wells, Carolyn,",Philadelphia;Lippincott;1911.,1911,1862,1911,,,The gold bag,us,f,det100
nyp.33433076073893,8660082,9245716,PS3545.E563V3 1922,"Wells, Carolyn,",New York;George H. Doran Company;c1922.,1922,1862,1922,,,The vanishing of Betty Varian,us,f,det100
nyp.33433076076144,323903,19933920,PZ3.W463Br,"Wells, Carolyn.",New York;George H. Doran Company;c1916,1916,1862,1916,,,The bride of a moment,us,f,det100
dul1.ark+=13960=t80k32x0x,10944187,2338373,PZ3.W465Whe,"Wells, H. G.",New York;London;Harper & brothers;1899.,1899,1866,1899,,Science fiction,When the sleeper wakes,uk,m,locscifi
nyp.33433075737753,8669383,4966570,PZ3.F859Ju,"Franzos, Karl Emil,",New York;Harper & brothers;1891.,1891,1848,1890,,,Judith Trachtenberg,ah,m,random
uc1.b249543,6502085,2949584,,"Barr, Amelia Edith Huddleston,","New York;Dodd, Mead;1898, c1885.",1898,1831,1898,,,The lost silver of Briffault,uk,f,random
uva.x030743237,9776611,46702875,PZ7.S437Do4,"Scudder, Horace Elisha,","Boston;Houghton, Mifflin andcompany;1892",1880,1838,1880,,,Doings of the Bodley family in town and country,us,m,random
uc2.ark+=13960=t3pv6dr2h,6497282,1484027,Z682.5.P31,"Pearson, Edmund Lester,","Boston;Small, Maynard and company;c1911.",1911,1880,1911,,Anecdotes;Librarians;Libraries,The librarian at play,us,m,random
uc2.ark+=13960=t53f4nk4h,7677039,12359858,PZ7.W765L,"Winterburn, Florence Hull,",New York;London;Harper & brothers;c1916,1916,1858,1916,,,Liberty hall,us,f,random
nyp.33433074879481,6534259,1842255,PZ3.L796Fo,"Locke, William John,","New York;John Lane company;London;John Lane; [etc., etc.;1914.",1914,1863,1914,,,The fortunate youth,uk,m,random
nyp.33433076081649,8661586,1461667,PZ3.S5545W,"Sherwood, Margaret Pollock,","Boston;Little, Brown, and Company;1916.",1916,1889,1916,,,The worn doorstep,us,f,random
uc2.ark+=13960=t5v69m62h,6750666,8594300,,"Cowan, James,","London [etc.;Whitcombe and Tombs, ltd.;1911.",1911,1870,1911,,"b. 1837;Bent, Kimble;Description and travel;New Zealand",The adventures of Kimble Bent;,nz,m,random
uc2.ark+=13960=t1dj5cf2j,7694490,18822991,,"Lemaître, Jules,",London;Elkin Mathews & Marrot;1920,1920,1853,1886,,,Serenus and other stories of the past and present,fr,m,random
nyp.33433082485636,7661558,8175832,D541.H8,"Hunt, Edward Eyre,","Garden City, New York;Doubleday, Page & Company;1918.",1918,1885,1918,,"World War, 1914-1918;Belgium",Tales from a famished land,us,m,random
uiuo.ark+=13960=t48p6974b,8721688,21073483,,"Capes, J. M.",London;R. Bentley;1868.,1868,1813,1868,v.2,823C1712M,The mosaic-worker's daughter,uk,m,random
uc2.ark+=13960=t3xs5jt7k,7665238,4153323,PZ3.L97Go2,"Lummis, Charles Fletcher,",Chicago;A.C. McClurg & Co.;1911.,1911,1859,1911,,,The gold fish of Gran Chimú,us,m,random
nyp.33433076060874,7682091,6095778,,"Murdoch, David.",Philadelphia;John E. Potter;c1865.,1865,1801,1865,,,"The Royalist's daughter and the rebels, or, The Dutch dominie of the Catskills",us,m,random
uc1.32106002123104,628755,1024921,PZ3.L5884Ba,"Lewis, Sinclair,","New York;Harcourt, Brace and Company;1922.",1922,1885,1922,,,Babbitt,us,m,random
mdp.39015031235545,437866,3945313,PZ3.H498Lig,"Hewlett, Maurice,",New York;H. Holt and company;1920.,1920,1861,1920,,Fiction;ÃormÃ³Ã°r Berason KolbrÃºnarskÃ¡ld;998-1030,The light heart,uk,m,random
uc2.ark+=13960=t0js9hc64,7655935,8569879,,"Clarke, Rebecca Sophia,",Boston;Lee and Shepard;1887.,1887,1883,1887,,,Drones' honey,us,f,random
nyp.33433074926712,8664212,7362222,,"Benson, E. F.",New York;Doran;c1920.,1920,1867,1920,,,"""Queen Lucia""",uk,m,random
mdp.39015062473205,5110965,63670224,,"Marquand, John P.",New York;Charles Scribner's Sons;1922.,1922,1893,1922,,,The unspeakable gentleman,us,m,random
uva.x000674483,9782339,17989629,,"Ward, Humphry,",Leipzig;Tauchnitz;1888.,1888,1851,1888,v.3,,Robert Elsmere,uk,f,random
uiuo.ark+=13960=t9474zg09,8718045,21828368,,"Oliphant, Laurence,",Edinburgh;W. Blackwood;1883.,1883,1829,1883,v.1,823OL29A,Altiora Peto,uk,m,random
nyp.33433075761720,558285,37236515,,"Farjeon, B. L.",London;Ward & Downey;1888.,1888,1838,1888,v. 3,,Miser Farebrother,uk,m,random
uiuo.ark+=13960=t42r4bj1d,8722031,2208440,,"Kirkus, William,",London;Tinsley Brothers;1867.,1867,1830,1867,v.2,,Only to be married,uk,m,random
uc2.ark+=13960=t53f4sg3b,7693557,8501533,,"Walraven, E. G.",New York;Norman L. Munro & Company;c1875.,1875,1811,1875,,,"The two orphans, or, The depth of a sister's love",fr,m,random
uc2.ark+=13960=t1sf2p11n,7668360,320128849,,"Mühlbach, L.",New York;McClure;c1867.,1867,1814,1867,,,Marie Antoinette and her son,ge,f,random
uc2.ark+=13960=t2h70dm6b,483166,6564594,,"Hewlett, Maurice,","London;Constable & co., ltd.;1918",1918,1861,1918,,Norse;Fiction;America;Discovery and exploration,Gudrid the Fair,uk,m,random
uc2.ark+=13960=t9571nb3d,7700283,5315288,PZ3.K614H,"Kingsley, Charles,",Boston;Ticknor and Fields;1866.,1866,1819,1866,,History;To 1066;Great Britain;Fiction,Hereward,uk,m,random
uc1.b3324205,6130830,4839101,,"Cullum, Ridgwell,",New York;A. L. Burt;c1913,1913,1867,1906,,,The night-riders;,uk,m,random
uc2.ark+=13960=t4bn9zk9h,7657447,5067437,PZ3.F281O,"Fawcett, Edgar,",Boston;Ticknor;1888.,1888,1847,1887,,,Olivia Delaplaine,us,m,random
nyp.33433074897426,158356,4545642,PZ3.M525T4,"Merrick, Leonard,",New York;London;M. Kennerly;1913.,1913,1864,1896,,,This stage of fools,uk,m,random
nyp.33433075818611,8677648,37713510,,"Gréville, Henry,",Philadelphia;T.B. Peterson & Bros.;c1878,1878,1842,1876,,Translations into English;French fiction,Marrying off a daughter,fr,f,random
nyp.33433074864889,8665316,486451,,"Goodman, E. J.",Leipzig;B. Tauchnitz;1888.,1888,1836,1888,,English fiction,Too curious,uk,m,random | supernatural
mdp.39015048759016,1185742,2273628,PR6037.I73C6,"Sinclair, May.",New York;London;Harper & Brothers;1913.,1913,1863,1913,,,The combined maze,uk,f,random
mdp.39015063994266,779565,1626459,,"Galt, John,",London;H. Colburn and R. Bentley;1832.,1832,1779,1832,v.3,,Stanley Buxton;,uk,m,random
uc1.b3123600,242309,1019595,PZ3.A1324Wh,"Abbott, Eleanor Hallowell,",New York;The Century co.;1913.,1913,1872,1913,,,The white linen nurse,us,f,random
njp.32101067641678,7646450,1488706,PZ3.A917L,"Auerbach, Berthold,",New York;H. Holt and company;1878.,1878,1812,1878,,,Landolin,ge,m,random
uva.x000676502,9794578,9671514,,"Thornton, Marcellus Eugene.",London;New York;F.T. Neely;c1899.,1899,1846,1899,,,"My ""budie"" and I",us,m,random
nnc1.cu01664417,8418429,15737319,,"Tarkington, Booth,","New York;C. Scribner's sons;1917, c1907.",1917,1869,1900,,,Monsieur Beaucaire,us,m,random
nyp.33433074937446,8664338,13242846,,"Disraeli, Benjamin,",New York;Harper;1832.,1832,1804,1832,v. 2,English fiction,Contarini Fleming;,uk,m,random
nyp.33433074863782,8669084,37257042,,"Kavanagh, Julia,",New York;D. Appleton and Company;1859.,1859,1824,1848,,,Madeleine,ir,f,random
uc1.b4095602,390158,3635323,PR6011.O53M53,"Ford, Ford Madox,","London;Howard Latimer, ltd.;1913.",1913,1873,1913,,,Mr. Fleight,uk,m,random
uc1.b316144,6543844,21013899,,"Spindler, Carl,",London;E. Bull;1832.,1832,1796,1832,v.1,,The Jew,ge,m,random
mdp.39015000541717,1910607,1099692,,"Pater, Walter,",London;Macmillan and co.;1885.,1885,1839,1885,v.2,,Marius the Epicurean,uk,m,random
uc2.ark+=13960=t3125st2r,7664297,11295112,,"Kerr, Doris Boake,",Melbourne;Australasian Author's Agency;1917,1917,1889,1917,,,Painted clay,au,f,random
uc1.b3324220,6130842,2619996,PZ3.D363S,"De Forest, John William,","Boston;Phillips, Sampson and company;1859.",1859,1826,1859,,,Seacliff;,us,m,random
nyp.33433074848668,6501584,3141215,PZ3.E30We,"Eggleston, George Cary,","Boston;Lothrop, Lee & Shepard co.;1910",1910,1839,1910,,,Westover of Wanalah;,us,m,random
inu.30000118528748,6953506,5194382,,"Knight, Arthur Lee.","London;G. Allen & company, ltd.;1913.",1913,,1913,,Mahratta (India);India;Translations into English;Folklore;Marathi literature;Mahratta;Social life and customs,Told in the Indian twilight: Mahratta fairy tales,uk,m,random
nyp.33433075968796,8679134,259161,HQ281.R6,"Roe, Clifford Griffith,",New York;Fleming H. Revell;c1910.,1910,1875,1910,,Chicago;Prostitution;Illinois,Panders and their white slaves,us,m,random
uc2.ark+=13960=t6251m863,7687349,14248675,PZ3.F229Jo,"Farjeon, B. L.",London;Tinsley Brothers;1871.,1871,1838,1871,v.2,,Joshua Marvel,uk,m,random
mdp.39015063949229,779609,5698165,PZ3.S426W,"Scott, Hugh Stowell,",New York;London;Harper & Brothers;1894.,1894,1862,1894, ,,With edged tools;,uk,m,random
nyp.33433074949615,8664711,16940711,,"Cresswell, Clarice M.","New York;Dodd, Mead and Company;1915.",1915,,1915,,,The making and breaking of Almansur,us,m,random
nyp.33433082251855,386065,909937,PZ3.A869Tr,"Atherton, Gertrude Franklin Horn,","New York;Dodd, Mead and company;1919.",1919,1857,1919,,,Transplanted;,us,f,random
uc2.ark+=13960=t0xp6w75n,7671273,2381540,HF6161.M8R7,"Rose, William Ganson,",New York;Duffield & Company;1912.,1912,1878,1912,,,Putting Marshville on the map,us,m,random
uc2.ark+=13960=t7hq41f5s,7914996,43830225,PR6003.I3R66 1909,"Ayscough, John,","Bristol;J.W. Arrowsmith;London;Simpkin, Marshall, Hamilton, Kent & Co. Ltd.;1909.",1909,1858,1909,,,A Roman tragedy and others,uk,m,random
mdp.39015062658789,7430893,180945282,,"Sidney, Margaret,","Boston, Mass.;Lothrop Pub. Co.;1904], c1881.",1881,1844,1881,,,Five little Peppers and how they grew,us,f,random
njp.32101067707909,7652249,4674189,PZ3.B428J,"Benedict, Frank Lee,",New York;Harper & brothers;1874.,1874,1834,1874,,,John Worthington's name,us,m,random
uc2.ark+=13960=t5db7zr5v,6515288,5814567,G540.A3,"Adams, Robert Chamblet,",Boston;D. Lothrop and Company;c1879].,1879,1839,1879,,Seafaring life,"On board the ""Rocket""",us,m,random
nyp.33433075741243,8665174,19903160,,"Fowler, Ellen Thorneycroft,",New York;George H. Doran Co.;c1915.,1915,1860,1915,,,Ten degrees backward,uk,f,random
nyp.33433082168877,8658097,12169066,,"Optic, Oliver,",Boston;Lee and Shepard Publishers;c1875,1875,1822,1875,,American fiction,"Getting an indorser, and other stories",us,m,random
uiuo.ark+=13960=t1qf99m3q,8722670,56485321,,"Mason, Charles Welsh.","London;Sampson Low, Marston, Low & Searle;1875.",1875,1831,1875,v.3,,"The rape of the gamp; or, Won at last!",uk,m,random
uc2.ark+=13960=t7pn9035n,7676569,5954676,,"Webster, F. A. M.","London;McBride, Nast;1918.",1918,1886,1918,,Ulster cycle,The hound of Cullan,uk,m,random
nyp.33433074841895,8657475,7481117,PZ3.B4699K,"Bianchi, Martha Dickinson,",New York;Duffield & company;1915.,1915,1866,1915,,,The Kiss of Apollo,us,f,random
uc2.ark+=13960=t44q7rc7f,7673258,1383508,PZ7.S866Wh,"Stockton, Frank Richard,",New York;Dodd & Mead;c1874,1874,1834,1874,,,What might have been expected,us,m,random
uva.x000315604,7656595,4839114,,"Cullum, Ridgwell,",New York;A. L. Burt;c1914,1914,1867,1914,,,The way of the strong;,uk,m,random
uc2.ark+=13960=t40r9p16h,242133,3667675,,"Newbolt, Henry John,",Edinburgh;London;W. Blackwood & sons;1909.,1909,1862,1909,,"History;Fiction;Great Britain;Richard II, 1377-1399",The new June,uk,m,random
uc2.ark+=13960=t5x63bm4w,7647157,4694442,PZ3.D29Ti,"Daviess, Maria Thompson.",New York;The Century co.;1913.,1913,1872,1913,,,The tinder-box,us,f,random
uva.x001705067,6154959,1161318,PS3523.O46M5 1917,"London, Jack,",New York;The Macmillan Company;1917.,1917,1876,1917,,Dogs;Fiction,"Michael, brother of Jerry",us,m,random
nyp.33433074857248,6533670,6782292,PZ3.G3523S,"Gibbon, Perceval,","New York;Doubleday, Page & company;1909.",1909,1879,1905,,,Salvator,uk,m,random
coo.31924013525971,11250402,63964163,,"Moore, Frank Frankfort,",Leipzig;B. Tauchnitz;1908.,1908,1855,1908,,,An amateur adventuress,ir,m,random
uiuo.ark+=13960=t0ft97228,8718218,57461836,,"Robinson, Frederick William.",London;Hurst and Blackett;1876.,1876,1830,1876,v.1,,As long as she lived,uk,m,random
uc2.ark+=13960=t9s17v81t,6501599,2067017,PZ3.E28W,"Egan, Maurice Francis,",New York;The Century Co.;1909.,1909,1852,1909,,,The wiles of Sexton Maginnis,us,m,random
nyp.33433076047608,7669798,2003540,PZ3.R36Qui,"Rice, Alice Caldwell Hegan,",New York;The Century co.;1921.,1921,1870,1921,,,Quin,us,f,random
uc2.ark+=13960=t0ms3qz4m,5261214,4630009,PZ3.L998DPR4922,"Lytton, Edward Bulwer Lytton,",London;Henry Colburn;1829.,1829,1803,1829,v.1,"History;Anne, 1702-1714;Great Britain;Fiction",Devereux,uk,m,random
njp.32101068580768,8972722,17281843,,"Alcott, Louisa May,",Boston;Loring;1868,1868,1832,1868,,Young men;Fashion;Young women;Brothers and sisters;Fiction;Juvenile fiction,Kitty's class day ;,us,f,random
nyp.33433082524822,5959535,20434210,,"Bailey, Arthur Scott,",New York;Grosset & Dunlap;c1920.,1920,1877,1920,,,The tale of Grumpy Weasel,us,m,random
nyp.33433076060080,449342,175242,PZ3.P182Bi,"Palmer, Frederick,","New York;Moffat, Yard and company;1914.",1914,1873,1910,,,The big fellow,us,m,random
uc2.ark+=13960=t1bk18j97,7650861,1957658,,"Bell, J. J.","New York, Chicago;Fleming H. Revell Co.;c1914",1914,1871,1914,,,The misadventures of Joseph,uk,m,random
mdp.39015063096088,5133156,3305841,PS3537.Q6W5 1922,"Squier, Emma-Lindsay,",New York;Cosmopolitan Book Corporation;1922.,1922,1892,1922,,Animals;Fiction,The wild heart,us,f,random
nyp.33433074876388,8665032,11088221,,"Hornung, E. W.",New York;C. Scribner's sons;1904 [c1899,1899,1866,1899,,English fiction,The amateur cracksman,uk,m,det100
njp.32101067344661,8668910,37262147,,"Le Fanu, Joseph Sheridan,","Philadelphia;Evans, Stoddart & Co.;1871.",1871,1814,1871,,Irish fiction,Checkmate,uk,m,det100
nyp.33433074915269,8669776,37287421,,"Morrison, Arthur,","London;Ward, Lock & Co., Ltd.;1897",1897,1863,1897,,English fiction,The Dorrington deed-box,uk,m,det100
nyp.33433075765705,8667110,3124458,,"Pemberton, Max,","London;Ward, Lock, & Bowden;1894.",1894,1863,1894,,Fiction;Jewelry,Jewel mysteries I have known,uk,m,det100
njp.32101066455278,8927893,8823315,,"Bodkin, M. McDonnell",London;Unwin;1908.,1908,1850,1908,,,The quests of Paul Beck,ir,m,det100
nyp.33433081593646,8688788,9994627,,"Pain, Barry,",London;Unwin;1905.,1905,1864,1905,,,The memoirs of Constantine Dix,uk,m,det100
njp.32101068574530,8972389,11192817,,"Orczy, Emmuska Orczy,",London;New York;Cassell;1910.,1910,1865,1910,,,Lady Molly of Scotland Yard,uk,f,det100
wu.89004395398,11985887,32345395,,"Futrelle, Jacques,",London;Chapman & Hall;1907.,1907,1875,1907,,,The thinking machine,us,m,det100
uc1.b4105364,6156262,2708030,,"Zangwill, Israel,","Chicago;Rand, McNally;1895.",1895,1864,1892,,,The big bow mystery,uk,m,det100
nyp.33433074941562,7915295,577209,,"Chambers, Robert W.",New York;D. Appleton and Company;1906.,1906,1865,1906,,,The tracer of lost persons,us,m,det100
mdp.39015049217741,207878,2541507,,"Doyle, Arthur Conan,",New York;Harper & Bros.;1892.,1892,1859,1892,,,Adventures of Sherlock Holmes,uk,m,det100
NottingHM,,,,"Felix, Charles, pseud.",,1863,,1863,,,Notting Hill Mystery,uk,m,blcrime
RecollectionsAD,,,,"Russell, William,",,1859,,1859,,,Recollections of a Detective Police-Officer,uk,m,det100
RedThumbMark,,,,"Freeman, R. Austin,",,1907,1862,1907,,,The Red Thumb Mark,uk,m,det100
nyp.33433074954748,8668049,37223227,,"Dickens, Charles,",London;A. and C. Black;1904.,1904,1812,1853,,,Bleak house,uk,m,det100
nyp.33433074866413,8669074,37256980,,"Kipling, Rudyard,","New York;Doubleday, Page & Co.;1908.",1908,1865,1898,,,The day's work,uk,m,random
mdp.39015030365178,2139204,6841493,,"Lafargue, Paul,",Chicago;C. H. Kerr & company;1904 [1903,1904,1842,1903,,,The sale of an appetite,fr,m,random
uc1.31822033251729,7255477,37069539,PR8208.O719F38 1922,"Forrest, Michael D","Kensington, Sydney;Sacred Heart Monastery;1922",1922,1883,1922,,Missions;Catholic Church;Fiction;Papua New Guinea,Father Justin,au,m,random
uc2.ark+=13960=t48p64044,5549075,1563316,,"Henty, G. A.",New York;C. Scribner;1906.,1894,1832,1894,,"History;17th century;Great Britain;Great Fire, London, England, 1666;Juvenile fiction;Restoration, 1660-1688;London (England)",When London burned,uk,m,random
nyp.33433076072051,7663321,9369637,PZ3.J547Mo,"Jewell, Edward Alden,",New York;Alfred A. Knopf;1922.,1922,1888,1922,,,The moth decides,us,m,random
njp.32101063580995,8916628,10095079,,"Isham, Frederic Stewart,",Indianapolis;Bobbs-Merrill;1903.,1903,1866,1903,,,Under the rose,us,m,random
uc1.$b807274,7939341,30612223,PS2142.L6 1911,"Johnston, Mary,",Boston;New York;Houghton Mifflin Company;1911;(Cambridge;The Riverside Press),1911,1870,1911,,"Civil War, 1861-1865;History;United States;Fiction",The long roll,us,f,random
nyp.33433079897819,1027062,3173179,P23R479M,"Bierce, Ambrose,",Chicago;F. J. Schulte & company;1892.,1892,1842,1892,,"1866-;De Castro, Adolphe Danziger",The monk and the hangman's daughter,us,m,random
uc1.b4101364,6154524,5900255,,"Trollope, Anthony,",Leipzig;B. Tauchnitz;1863.,1863,1815,1863,v.2,,Rachel Ray,uk,m,random
uiuo.ark+=13960=t9c53x809,8722958,4334467,,"Chorley, Henry Fothergill,",London;James Blackwood;1859,1859,1808,1859,v.1,,Roccabella,uk,m,random
uva.x000459624,9775587,213515229,PZ3.H222We3,"Hardy, Thomas,",New York;Harper & brothers;1897.,1897,1840,1897,,,The well-beloved;,uk,m,random
uc2.ark+=13960=t9668pw05,1801987,4203049,,"Theuriet, André,",New York;Boston;T.Y. Crowell & co.;1894,1894,1833,1894,,,The Abbé Daniel,fr,m,random
mdp.39015002753815,1377718,6139167,PR6037.A35D7,"Sackville-West, V.",New York;G.P. Putnam's sons;1922.,1922,1892,1921,,,The dragon in shallow waters,uk,f,random
uc1.b3324210,6130834,28529437,,"Irving, John Treat,",New York;R. M. De Witt;1853?,1853,1812,1853,,,The attorney,us,m,random
mdp.39015063941135,322679,1108662,PZ3.M943Wi,"Murfree, Mary Noailles,",New York;Duffield & company;1907.,1907,1850,1907,,,The windfall;,us,f,random
nyp.33433074880075,8666639,13325535,,"Marryat, Florence,",New York;Harper;1871.,1871,1837,1871,,English fiction,Her lord and master,uk,f,random
nyp.33433075843544,8675986,37627191,PZ3.T344Y,"Theuriet, André,",Chicago;Laird & Lee;1892.,1892,1833,1892,,,A young man of the period,fr,m,random
uc2.ark+=13960=t7tm74c51,1427113,23533090,,"Orcutt, William Dana,",London;Heinemann;1904.,1904,1870,1904,,"sieur de;La Salle, Robert Cavelier;Fiction;1643-1687",Robert Cavelier,us,m,random
nyp.33433074870282,449471,2359966,PZ3.H498St,"Hewlett, Maurice,","New York;Dodd, Mead and company;1907.",1907,1861,1907,,,The stooping lady,uk,m,random
nyp.33433075766463,8670000,37301807,,"Perrin, Alice,",London;Chatto & Windus;1908.,1908,1867,1908,,,The stronger claim,uk,f,random
njp.32101067487007,8958204,7121717,,"Walpole, Horace,","Edinburgh;Printed by James Ballantyne and Co., for John Ballantyne and Company, Edinburgh;London;Longman, Hurst, Rees, Orme, and Brown;1811.",1811,1717,1764,,,The castle of Otranto;,uk,m,pbgothic
uc2.ark+=13960=t1td9p949,7670886,3916924,,"Reeve, Clara,",London;E. and C. Dilly;1778,1778,1729,1777,,,The old English baron,uk,f,pbgothic
mdp.39015039369650,167757,32136573,,"Lee, Sophia,",London;T. Cadell and W. Davies;1804.,1804,1750,1785,v.2,,The recess;,uk,f,pbgothic
uiuo.ark+=13960=t9h41nx14,8724075,629922,,"Beckford, William,","London;Printed for W. Clarke, New Bond street;1816.",1816,1760,1786,,,Vathek,uk,m,pbgothic
nyp.33433074911532,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. Cadell;1789.,1788,1749,1788,v. 4,,Emmeline,uk,f,pbgothic
nyp.33433074955091,2104589,23642675,,"Radcliffe, Ann Ward,",London;T. Hookham;1792.,1792,1764,1790,v. 2,,A Sicilian romance,uk,f,pbgothic
nnc1.cu58506756,8434485,9590696,,"Radcliffe, Ann Ward,","Philadelphia;Reprinted and sold by Thomas Bradford, book-seller and stationer, No. 8, South Front street.;1795.",1795,1764,1791,,,The romance of the forest,uk,f,pbgothic
mdp.39015063950102,781722,44887870,,"Radcliffe, Ann Ward,","London;Longman, Hurst, Rees & Orme;1806.",1806,1764,1794,v.2,,The mysteries of Udolpho,uk,f,pbgothic
uva.x000498882,9780276,19769848,,"Godwin, William,",New York;Harper and Brothers;1856.,1856,1756,1794,V.1-2,,The adventures of Caleb Williams,uk,m,pbgothic
njp.32101062743727,9042425,13635486,,"Roche, Regina Maria,",Exeter [N.H.;J. & B. Williams;1828.,1828,1764,1796,v.3,,The children of the abbey,ir,f,pbgothic
nyp.33433074874748,8665865,6566039,,"Lewis, M. G.",London;J. Bell;1796.,1796,1775,1796,v. 3,,The monk,uk,m,pbgothic
mdp.39015004880715,540357,26687518,,"Dickens, Charles,",London;New York;Macmillan and co.;1908.,1908,1812,1841,,,The old curiosity shop,uk,m,pbgothic
nyp.33433074955109,2104589,23642675,,"Radcliffe, Ann Ward,",London;T. Hookham;1792.,1792,1764,1790,v. 1,,A Sicilian romance,uk,f,pbgothic
njp.32101051650776,8899606,4321242,PR5202.M9 1828,"Radcliffe, Ann Ward,",Philadelphia;J. J. Woodward;1828.,1828,1764,1794,vol.1,,The mysteries of Udolpho,uk,f,pbgothic
nyp.33433074911508,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. Cadell;1789.,1788,1749,1788,v. 1,,Emmeline,uk,f,pbgothic
nyp.33433074874300,8665865,6566039,,"Lewis, M. G.",London;J. Bell;1796.,1796,1775,1796,v. 1,,The monk,uk,m,pbgothic
mdp.39015005076883,584495,819179,PZ3.B814 vol.1,"Brown, Charles Brockden,",Philadelphia;D. McKay;1887,1887,1771,1798,,,"Wieland; or, The transformation",us,m,pbgothic
mdp.39015003931113,392197,62082920,,"Godwin, William,","London;H. Colburn and R. Bentley; [etc., etc.;1832.",1832,1756,1799,,,St. Leon: a tale of the sixteenth century,uk,m,pbgothic
hvd.hwpn81,9720312,12429749,,"Maturin, Charles Robert,",Paris;Truchy's French and English Library;1828;(Paris;Goetschy),1828,1782,1816,,,"Bertram, or, The castle of St-Aldobrand",ir,m,pbgothic
njp.32101037977574,8889025,777049387,,"Dacre, Charlotte,",London;T. Cadell and W. Davies;1807.,1807,1771,1807,vol.3-4,,The libertine;,uk,f,pbgothic
uc1.31158008377706,439042,1215156,,"Austen, Jane,","London;Toronto;J. M. Dent & sons, ltd.;New York;E. P. Dutton & co.;1922.",1922,1775,1818,,,Northanger abbey,uk,f,pbgothic
uva.x000960744,9776004,8523153,PS2066.A1 1873,"Irving, Washington,",New York;G.P. Putnam;1868,1873,1783,1820,,,"The sketch-book of Geoffrey Crayon, gent. [pseud.]",us,m,pbgothic
mdp.39015021040004,1910357,4418502,,"Maturin, Charles Robert,",London;R. Bentley & son;1892.,1892,1782,1820,v.1,,Melmoth the wanderer,ir,m,pbgothic
mdp.39015021039998,1910357,4418502,,"Maturin, Charles Robert,",London;R. Bentley & son;1892.,1892,1782,1820,v.2,,Melmoth the wanderer,ir,m,pbgothic
mdp.39015021039980,1910357,4418502,,"Maturin, Charles Robert,",London;R. Bentley & son;1892.,1892,1782,1821,v.3,,Melmoth the wanderer,ir,m,pbgothic
uc1.b3575696,6677558,2810804,,"Radcliffe, Ann Ward,",London;H. Colburn;1826.,1826,1764,1826,v.1,"History;Henry III, 1216-1272;Great Britain;Fiction",Gaston de Blondeville,uk,f,pbgothic
uc1.b3575698,6677558,2810804,,"Radcliffe, Ann Ward,",London;H. Colburn;1826.,1826,1764,1826,v.3,"History;Henry III, 1216-1272;Great Britain;Fiction",Gaston de Blondeville,uk,f,pbgothic
nyp.33433074937610,8664083,223417,,"Lytton, Edward Bulwer Lytton,",New York;J. & J. Harper;1830.,1830,1803,1827,,,Falkland,uk,m,pbgothic
