docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
uc2.ark+=13960=t53f4nk4h,7677039,12359858,PZ7.W765L,"Winterburn, Florence Hull,",New York;London;Harper & brothers;c1916,1916,1858,1916,,,Liberty hall,us,f,random
nyp.33433074879481,6534259,1842255,PZ3.L796Fo,"Locke, William John,","New York;John Lane company;London;John Lane; [etc., etc.;1914.",1914,1863,1914,,,The fortunate youth,uk,m,random
nyp.33433076081649,8661586,1461667,PZ3.S5545W,"Sherwood, Margaret Pollock,","Boston;Little, Brown, and Company;1916.",1916,1889,1916,,,The worn doorstep,us,f,random
uc2.ark+=13960=t5v69m62h,6750666,8594300,,"Cowan, James,","London [etc.;Whitcombe and Tombs, ltd.;1911.",1911,1870,1911,,"b. 1837;Bent, Kimble;Description and travel;New Zealand",The adventures of Kimble Bent;,nz,m,random
uc2.ark+=13960=t1dj5cf2j,7694490,18822991,,"Lemaître, Jules,",London;Elkin Mathews & Marrot;1920,1920,1853,1886,,,Serenus and other stories of the past and present,fr,m,random
nyp.33433082485636,7661558,8175832,D541.H8,"Hunt, Edward Eyre,","Garden City, New York;Doubleday, Page & Company;1918.",1918,1885,1918,,"World War, 1914-1918;Belgium",Tales from a famished land,us,m,random
uiuo.ark+=13960=t48p6974b,8721688,21073483,,"Capes, J. M.",London;R. Bentley;1868.,1868,1813,1868,v.2,823C1712M,The mosaic-worker's daughter,uk,m,random
uc2.ark+=13960=t3xs5jt7k,7665238,4153323,PZ3.L97Go2,"Lummis, Charles Fletcher,",Chicago;A.C. McClurg & Co.;1911.,1911,1859,1911,,,The gold fish of Gran Chimú,us,m,random
nyp.33433076060874,7682091,6095778,,"Murdoch, David.",Philadelphia;John E. Potter;c1865.,1865,1801,1865,,,"The Royalist's daughter and the rebels, or, The Dutch dominie of the Catskills",us,m,random
uc1.32106002123104,628755,1024921,PZ3.L5884Ba,"Lewis, Sinclair,","New York;Harcourt, Brace and Company;1922.",1922,1885,1922,,,Babbitt,us,m,random
mdp.39015031235545,437866,3945313,PZ3.H498Lig,"Hewlett, Maurice,",New York;H. Holt and company;1920.,1920,1861,1920,,Fiction;ÃormÃ³Ã°r Berason KolbrÃºnarskÃ¡ld;998-1030,The light heart,uk,m,random
uc2.ark+=13960=t0js9hc64,7655935,8569879,,"Clarke, Rebecca Sophia,",Boston;Lee and Shepard;1887.,1887,1883,1887,,,Drones' honey,us,f,random
nyp.33433074926712,8664212,7362222,,"Benson, E. F.",New York;Doran;c1920.,1920,1867,1920,,,"""Queen Lucia""",uk,m,random
mdp.39015062473205,5110965,63670224,,"Marquand, John P.",New York;Charles Scribner's Sons;1922.,1922,1893,1922,,,The unspeakable gentleman,us,m,random
uva.x000674483,9782339,17989629,,"Ward, Humphry,",Leipzig;Tauchnitz;1888.,1888,1851,1888,v.3,,Robert Elsmere,uk,f,random
uiuo.ark+=13960=t9474zg09,8718045,21828368,,"Oliphant, Laurence,",Edinburgh;W. Blackwood;1883.,1883,1829,1883,v.1,823OL29A,Altiora Peto,uk,m,random
nyp.33433075761720,558285,37236515,,"Farjeon, B. L.",London;Ward & Downey;1888.,1888,1838,1888,v. 3,,Miser Farebrother,uk,m,random
uiuo.ark+=13960=t42r4bj1d,8722031,2208440,,"Kirkus, William,",London;Tinsley Brothers;1867.,1867,1830,1867,v.2,,Only to be married,uk,m,random
uc2.ark+=13960=t53f4sg3b,7693557,8501533,,"Walraven, E. G.",New York;Norman L. Munro & Company;c1875.,1875,1811,1875,,,"The two orphans, or, The depth of a sister's love",fr,m,random
uc2.ark+=13960=t1sf2p11n,7668360,320128849,,"Mühlbach, L.",New York;McClure;c1867.,1867,1814,1867,,,Marie Antoinette and her son,ge,f,random
uc2.ark+=13960=t2h70dm6b,483166,6564594,,"Hewlett, Maurice,","London;Constable & co., ltd.;1918",1918,1861,1918,,Norse;Fiction;America;Discovery and exploration,Gudrid the Fair,uk,m,random
uc2.ark+=13960=t9571nb3d,7700283,5315288,PZ3.K614H,"Kingsley, Charles,",Boston;Ticknor and Fields;1866.,1866,1819,1866,,History;To 1066;Great Britain;Fiction,Hereward,uk,m,random
uc1.b3324205,6130830,4839101,,"Cullum, Ridgwell,",New York;A. L. Burt;c1913,1913,1867,1906,,,The night-riders;,uk,m,random
uc2.ark+=13960=t4bn9zk9h,7657447,5067437,PZ3.F281O,"Fawcett, Edgar,",Boston;Ticknor;1888.,1888,1847,1887,,,Olivia Delaplaine,us,m,random
nyp.33433074897426,158356,4545642,PZ3.M525T4,"Merrick, Leonard,",New York;London;M. Kennerly;1913.,1913,1864,1896,,,This stage of fools,uk,m,random
nyp.33433075818611,8677648,37713510,,"Gréville, Henry,",Philadelphia;T.B. Peterson & Bros.;c1878,1878,1842,1876,,Translations into English;French fiction,Marrying off a daughter,fr,f,random
nyp.33433074864889,8665316,486451,,"Goodman, E. J.",Leipzig;B. Tauchnitz;1888.,1888,1836,1888,,English fiction,Too curious,uk,m,random | supernatural
mdp.39015048759016,1185742,2273628,PR6037.I73C6,"Sinclair, May.",New York;London;Harper & Brothers;1913.,1913,1863,1913,,,The combined maze,uk,f,random
mdp.39015063994266,779565,1626459,,"Galt, John,",London;H. Colburn and R. Bentley;1832.,1832,1779,1832,v.3,,Stanley Buxton;,uk,m,random
uc1.b3123600,242309,1019595,PZ3.A1324Wh,"Abbott, Eleanor Hallowell,",New York;The Century co.;1913.,1913,1872,1913,,,The white linen nurse,us,f,random
njp.32101067641678,7646450,1488706,PZ3.A917L,"Auerbach, Berthold,",New York;H. Holt and company;1878.,1878,1812,1878,,,Landolin,ge,m,random
uva.x000676502,9794578,9671514,,"Thornton, Marcellus Eugene.",London;New York;F.T. Neely;c1899.,1899,1846,1899,,,"My ""budie"" and I",us,m,random
nnc1.cu01664417,8418429,15737319,,"Tarkington, Booth,","New York;C. Scribner's sons;1917, c1907.",1917,1869,1900,,,Monsieur Beaucaire,us,m,random
nyp.33433074937446,8664338,13242846,,"Disraeli, Benjamin,",New York;Harper;1832.,1832,1804,1832,v. 2,English fiction,Contarini Fleming;,uk,m,random
nyp.33433074863782,8669084,37257042,,"Kavanagh, Julia,",New York;D. Appleton and Company;1859.,1859,1824,1848,,,Madeleine,ir,f,random
uc1.b4095602,390158,3635323,PR6011.O53M53,"Ford, Ford Madox,","London;Howard Latimer, ltd.;1913.",1913,1873,1913,,,Mr. Fleight,uk,m,random
uc1.b316144,6543844,21013899,,"Spindler, Carl,",London;E. Bull;1832.,1832,1796,1832,v.1,,The Jew,ge,m,random
mdp.39015000541717,1910607,1099692,,"Pater, Walter,",London;Macmillan and co.;1885.,1885,1839,1885,v.2,,Marius the Epicurean,uk,m,random
uc2.ark+=13960=t3125st2r,7664297,11295112,,"Kerr, Doris Boake,",Melbourne;Australasian Author's Agency;1917,1917,1889,1917,,,Painted clay,au,f,random
uc1.b3324220,6130842,2619996,PZ3.D363S,"De Forest, John William,","Boston;Phillips, Sampson and company;1859.",1859,1826,1859,,,Seacliff;,us,m,random
nyp.33433074848668,6501584,3141215,PZ3.E30We,"Eggleston, George Cary,","Boston;Lothrop, Lee & Shepard co.;1910",1910,1839,1910,,,Westover of Wanalah;,us,m,random
inu.30000118528748,6953506,5194382,,"Knight, Arthur Lee.","London;G. Allen & company, ltd.;1913.",1913,,1913,,Mahratta (India);India;Translations into English;Folklore;Marathi literature;Mahratta;Social life and customs,Told in the Indian twilight: Mahratta fairy tales,uk,m,random
nyp.33433075968796,8679134,259161,HQ281.R6,"Roe, Clifford Griffith,",New York;Fleming H. Revell;c1910.,1910,1875,1910,,Chicago;Prostitution;Illinois,Panders and their white slaves,us,m,random
uc2.ark+=13960=t6251m863,7687349,14248675,PZ3.F229Jo,"Farjeon, B. L.",London;Tinsley Brothers;1871.,1871,1838,1871,v.2,,Joshua Marvel,uk,m,random
mdp.39015063949229,779609,5698165,PZ3.S426W,"Scott, Hugh Stowell,",New York;London;Harper & Brothers;1894.,1894,1862,1894, ,,With edged tools;,uk,m,random
nyp.33433074949615,8664711,16940711,,"Cresswell, Clarice M.","New York;Dodd, Mead and Company;1915.",1915,,1915,,,The making and breaking of Almansur,us,m,random
nyp.33433082251855,386065,909937,PZ3.A869Tr,"Atherton, Gertrude Franklin Horn,","New York;Dodd, Mead and company;1919.",1919,1857,1919,,,Transplanted;,us,f,random
uc2.ark+=13960=t0xp6w75n,7671273,2381540,HF6161.M8R7,"Rose, William Ganson,",New York;Duffield & Company;1912.,1912,1878,1912,,,Putting Marshville on the map,us,m,random
uc2.ark+=13960=t7hq41f5s,7914996,43830225,PR6003.I3R66 1909,"Ayscough, John,","Bristol;J.W. Arrowsmith;London;Simpkin, Marshall, Hamilton, Kent & Co. Ltd.;1909.",1909,1858,1909,,,A Roman tragedy and others,uk,m,random
mdp.39015062658789,7430893,180945282,,"Sidney, Margaret,","Boston, Mass.;Lothrop Pub. Co.;1904], c1881.",1881,1844,1881,,,Five little Peppers and how they grew,us,f,random
njp.32101067707909,7652249,4674189,PZ3.B428J,"Benedict, Frank Lee,",New York;Harper & brothers;1874.,1874,1834,1874,,,John Worthington's name,us,m,random
uc2.ark+=13960=t5db7zr5v,6515288,5814567,G540.A3,"Adams, Robert Chamblet,",Boston;D. Lothrop and Company;c1879].,1879,1839,1879,,Seafaring life,"On board the ""Rocket""",us,m,random
nyp.33433075741243,8665174,19903160,,"Fowler, Ellen Thorneycroft,",New York;George H. Doran Co.;c1915.,1915,1860,1915,,,Ten degrees backward,uk,f,random
nyp.33433082168877,8658097,12169066,,"Optic, Oliver,",Boston;Lee and Shepard Publishers;c1875,1875,1822,1875,,American fiction,"Getting an indorser, and other stories",us,m,random
uiuo.ark+=13960=t1qf99m3q,8722670,56485321,,"Mason, Charles Welsh.","London;Sampson Low, Marston, Low & Searle;1875.",1875,1831,1875,v.3,,"The rape of the gamp; or, Won at last!",uk,m,random
uc2.ark+=13960=t7pn9035n,7676569,5954676,,"Webster, F. A. M.","London;McBride, Nast;1918.",1918,1886,1918,,Ulster cycle,The hound of Cullan,uk,m,random
nyp.33433074841895,8657475,7481117,PZ3.B4699K,"Bianchi, Martha Dickinson,",New York;Duffield & company;1915.,1915,1866,1915,,,The Kiss of Apollo,us,f,random
uc2.ark+=13960=t44q7rc7f,7673258,1383508,PZ7.S866Wh,"Stockton, Frank Richard,",New York;Dodd & Mead;c1874,1874,1834,1874,,,What might have been expected,us,m,random
uva.x000315604,7656595,4839114,,"Cullum, Ridgwell,",New York;A. L. Burt;c1914,1914,1867,1914,,,The way of the strong;,uk,m,random
uc2.ark+=13960=t40r9p16h,242133,3667675,,"Newbolt, Henry John,",Edinburgh;London;W. Blackwood & sons;1909.,1909,1862,1909,,"History;Fiction;Great Britain;Richard II, 1377-1399",The new June,uk,m,random
uc2.ark+=13960=t5x63bm4w,7647157,4694442,PZ3.D29Ti,"Daviess, Maria Thompson.",New York;The Century co.;1913.,1913,1872,1913,,,The tinder-box,us,f,random
uva.x001705067,6154959,1161318,PS3523.O46M5 1917,"London, Jack,",New York;The Macmillan Company;1917.,1917,1876,1917,,Dogs;Fiction,"Michael, brother of Jerry",us,m,random
nyp.33433074857248,6533670,6782292,PZ3.G3523S,"Gibbon, Perceval,","New York;Doubleday, Page & company;1909.",1909,1879,1905,,,Salvator,uk,m,random
coo.31924013525971,11250402,63964163,,"Moore, Frank Frankfort,",Leipzig;B. Tauchnitz;1908.,1908,1855,1908,,,An amateur adventuress,ir,m,random
uiuo.ark+=13960=t0ft97228,8718218,57461836,,"Robinson, Frederick William.",London;Hurst and Blackett;1876.,1876,1830,1876,v.1,,As long as she lived,uk,m,random
uc2.ark+=13960=t9s17v81t,6501599,2067017,PZ3.E28W,"Egan, Maurice Francis,",New York;The Century Co.;1909.,1909,1852,1909,,,The wiles of Sexton Maginnis,us,m,random
nyp.33433076047608,7669798,2003540,PZ3.R36Qui,"Rice, Alice Caldwell Hegan,",New York;The Century co.;1921.,1921,1870,1921,,,Quin,us,f,random
uc2.ark+=13960=t0ms3qz4m,5261214,4630009,PZ3.L998DPR4922,"Lytton, Edward Bulwer Lytton,",London;Henry Colburn;1829.,1829,1803,1829,v.1,"History;Anne, 1702-1714;Great Britain;Fiction",Devereux,uk,m,random
njp.32101068580768,8972722,17281843,,"Alcott, Louisa May,",Boston;Loring;1868,1868,1832,1868,,Young men;Fashion;Young women;Brothers and sisters;Fiction;Juvenile fiction,Kitty's class day ;,us,f,random
nyp.33433082524822,5959535,20434210,,"Bailey, Arthur Scott,",New York;Grosset & Dunlap;c1920.,1920,1877,1920,,,The tale of Grumpy Weasel,us,m,random
nyp.33433076060080,449342,175242,PZ3.P182Bi,"Palmer, Frederick,","New York;Moffat, Yard and company;1914.",1914,1873,1910,,,The big fellow,us,m,random
uc2.ark+=13960=t1bk18j97,7650861,1957658,,"Bell, J. J.","New York, Chicago;Fleming H. Revell Co.;c1914",1914,1871,1914,,,The misadventures of Joseph,uk,m,random
mdp.39015063096088,5133156,3305841,PS3537.Q6W5 1922,"Squier, Emma-Lindsay,",New York;Cosmopolitan Book Corporation;1922.,1922,1892,1922,,Animals;Fiction,The wild heart,us,f,random
nyp.33433074876388,8665032,11088221,,"Hornung, E. W.",New York;C. Scribner's sons;1904 [c1899,1899,1866,1899,,English fiction,The amateur cracksman,uk,m,det100
njp.32101067344661,8668910,37262147,,"Le Fanu, Joseph Sheridan,","Philadelphia;Evans, Stoddart & Co.;1871.",1871,1814,1871,,Irish fiction,Checkmate,uk,m,det100
nyp.33433074915269,8669776,37287421,,"Morrison, Arthur,","London;Ward, Lock & Co., Ltd.;1897",1897,1863,1897,,English fiction,The Dorrington deed-box,uk,m,det100
nyp.33433075765705,8667110,3124458,,"Pemberton, Max,","London;Ward, Lock, & Bowden;1894.",1894,1863,1894,,Fiction;Jewelry,Jewel mysteries I have known,uk,m,det100
njp.32101066455278,8927893,8823315,,"Bodkin, M. McDonnell",London;Unwin;1908.,1908,1850,1908,,,The quests of Paul Beck,ir,m,det100
nyp.33433081593646,8688788,9994627,,"Pain, Barry,",London;Unwin;1905.,1905,1864,1905,,,The memoirs of Constantine Dix,uk,m,det100
njp.32101068574530,8972389,11192817,,"Orczy, Emmuska Orczy,",London;New York;Cassell;1910.,1910,1865,1910,,,Lady Molly of Scotland Yard,uk,f,det100
wu.89004395398,11985887,32345395,,"Futrelle, Jacques,",London;Chapman & Hall;1907.,1907,1875,1907,,,The thinking machine,us,m,det100
uc1.b4105364,6156262,2708030,,"Zangwill, Israel,","Chicago;Rand, McNally;1895.",1895,1864,1892,,,The big bow mystery,uk,m,det100
nyp.33433074941562,7915295,577209,,"Chambers, Robert W.",New York;D. Appleton and Company;1906.,1906,1865,1906,,,The tracer of lost persons,us,m,det100
mdp.39015049217741,207878,2541507,,"Doyle, Arthur Conan,",New York;Harper & Bros.;1892.,1892,1859,1892,,,Adventures of Sherlock Holmes,uk,m,det100
NottingHM,,,,"Felix, Charles, pseud.",,1863,,1863,,,Notting Hill Mystery,uk,m,blcrime
RecollectionsAD,,,,"Russell, William,",,1859,,1859,,,Recollections of a Detective Police-Officer,uk,m,det100
RedThumbMark,,,,"Freeman, R. Austin,",,1907,1862,1907,,,The Red Thumb Mark,uk,m,det100
nyp.33433074954748,8668049,37223227,,"Dickens, Charles,",London;A. and C. Black;1904.,1904,1812,1853,,,Bleak house,uk,m,det100
nyp.33433074866413,8669074,37256980,,"Kipling, Rudyard,","New York;Doubleday, Page & Co.;1908.",1908,1865,1898,,,The day's work,uk,m,random
mdp.39015030365178,2139204,6841493,,"Lafargue, Paul,",Chicago;C. H. Kerr & company;1904 [1903,1904,1842,1903,,,The sale of an appetite,fr,m,random
uc1.31822033251729,7255477,37069539,PR8208.O719F38 1922,"Forrest, Michael D","Kensington, Sydney;Sacred Heart Monastery;1922",1922,1883,1922,,Missions;Catholic Church;Fiction;Papua New Guinea,Father Justin,au,m,random
uc2.ark+=13960=t48p64044,5549075,1563316,,"Henty, G. A.",New York;C. Scribner;1906.,1894,1832,1894,,"History;17th century;Great Britain;Great Fire, London, England, 1666;Juvenile fiction;Restoration, 1660-1688;London (England)",When London burned,uk,m,random
nyp.33433076072051,7663321,9369637,PZ3.J547Mo,"Jewell, Edward Alden,",New York;Alfred A. Knopf;1922.,1922,1888,1922,,,The moth decides,us,m,random
njp.32101063580995,8916628,10095079,,"Isham, Frederic Stewart,",Indianapolis;Bobbs-Merrill;1903.,1903,1866,1903,,,Under the rose,us,m,random
uc1.$b807274,7939341,30612223,PS2142.L6 1911,"Johnston, Mary,",Boston;New York;Houghton Mifflin Company;1911;(Cambridge;The Riverside Press),1911,1870,1911,,"Civil War, 1861-1865;History;United States;Fiction",The long roll,us,f,random
nyp.33433079897819,1027062,3173179,P23R479M,"Bierce, Ambrose,",Chicago;F. J. Schulte & company;1892.,1892,1842,1892,,"1866-;De Castro, Adolphe Danziger",The monk and the hangman's daughter,us,m,random
uc1.b4101364,6154524,5900255,,"Trollope, Anthony,",Leipzig;B. Tauchnitz;1863.,1863,1815,1863,v.2,,Rachel Ray,uk,m,random
uiuo.ark+=13960=t9c53x809,8722958,4334467,,"Chorley, Henry Fothergill,",London;James Blackwood;1859,1859,1808,1859,v.1,,Roccabella,uk,m,random
uva.x000459624,9775587,213515229,PZ3.H222We3,"Hardy, Thomas,",New York;Harper & brothers;1897.,1897,1840,1897,,,The well-beloved;,uk,m,random
uc2.ark+=13960=t9668pw05,1801987,4203049,,"Theuriet, André,",New York;Boston;T.Y. Crowell & co.;1894,1894,1833,1894,,,The Abbé Daniel,fr,m,random
mdp.39015002753815,1377718,6139167,PR6037.A35D7,"Sackville-West, V.",New York;G.P. Putnam's sons;1922.,1922,1892,1921,,,The dragon in shallow waters,uk,f,random
uc1.b3324210,6130834,28529437,,"Irving, John Treat,",New York;R. M. De Witt;1853?,1853,1812,1853,,,The attorney,us,m,random
mdp.39015063941135,322679,1108662,PZ3.M943Wi,"Murfree, Mary Noailles,",New York;Duffield & company;1907.,1907,1850,1907,,,The windfall;,us,f,random
nyp.33433074880075,8666639,13325535,,"Marryat, Florence,",New York;Harper;1871.,1871,1837,1871,,English fiction,Her lord and master,uk,f,random
nyp.33433075843544,8675986,37627191,PZ3.T344Y,"Theuriet, André,",Chicago;Laird & Lee;1892.,1892,1833,1892,,,A young man of the period,fr,m,random
uc2.ark+=13960=t7tm74c51,1427113,23533090,,"Orcutt, William Dana,",London;Heinemann;1904.,1904,1870,1904,,"sieur de;La Salle, Robert Cavelier;Fiction;1643-1687",Robert Cavelier,us,m,random
nyp.33433074870282,449471,2359966,PZ3.H498St,"Hewlett, Maurice,","New York;Dodd, Mead and company;1907.",1907,1861,1907,,,The stooping lady,uk,m,random
nyp.33433075766463,8670000,37301807,,"Perrin, Alice,",London;Chatto & Windus;1908.,1908,1867,1908,,,The stronger claim,uk,f,random
10245,226,,,"Rinehart, Mary Roberts,",New York George H. Doran Co. 1925,1925,1876,1925,,,The red lamp,us,,chimyst
10065,189,,,"Burnett, W. R.",New York Literary Guild of America 1929,1929,1899,1929,,,Little Caesar,us,,chimyst
11225,18,,,"Connington, J. J.",Boston Little 1928,1928,1880,1928,,,Tragedy at Ravensthorpe,uk,,chimyst
11143,19,,,"Crofts, Freeman Wills,",New York T. Seltzer 1925,1925,1879,1925,,,Inspector French's greatest case,ir,,chimyst
4504,29,,,"Wells, Carolyn,",Philadelphia; London J.B. Lippincott Co. 1920,1920,-194,1920,,,Raspberry jam,us,,chimyst
11109,25,,,"Le Queux, William,",New York Macaulay Co. 1923,1923,1864,1923,,,The voice from the void,uk,,chimyst
11033,383,,,"Sayers, Dorothy L.",New York Harper & Bros. 1928,1928,1893,1928,,,The unpleasantness at the Bellona Club,uk,,chimyst
11260,18,,,"Fletcher, J. S.",Garden City; N.Y. George H. Doran Co. 1929,1929,1863,1929,,,Paradise court,uk,,chimyst
4524,140,,,"Burke, Thomas,",New York George H. Doran Co. 1921,1921,1886,1921,,,More Limehouse nights,us,,chimyst
10012,163,,,"Hecht, Ben,",New York Boni & Liveright 1923,1923,1894,1923,,,The Florentine dagger,us,,chimyst
10309,36,,,"Keeler, Harry Stephen,",New York E.P. Dutton 1929,1929,1890,1929,,,The spectacles of Mr. Cagliostro,us,,chimyst
11255,64,,,"Christie, Agatha,","New York Dodd, Mead & Co. 1929",1929,1890,1929,,,The Seven dials mystery,uk,,chimyst
11162,26,,,"Chesterton, G. K.",Leipzig B. Tauchnitz 1926,1926,1874,1926,,,The incredulity of Father Brown,uk,,chimyst
10243,64,,,"Hill, Grace Livingston,",Philadelphia; London J.B. Lippincott Co. 1925,1925,1865,1925,,,Ariel Custer,us,,chimyst
11019,69,,,"Christie, Agatha,","New York Dodd, Mead 1924",1924,1890,1924,,,The man in the brown suit,uk,,chimyst
10214,16,,,"Stringer, Arthur,",Toronto McClell& & Stewart 1923,1923,1874,1923,,,Phantom wires,us,,chirandom
10293,65,,,"Larsen, Nella,",New York; London Alfred A. Knopf 1928,1928,,1928,,,Quicksand,us,,chirandom
4486,32,,,"Richmond, Grace S.","Garden City; New York Doubleday, Page & Co. 1920",1920,1866,1920,,,The bells of St. John's,us,,chirandom
11220,13,,,"Blackwood, Algernon,",London Macmillan Co. 1928,1928,1869,1928,,,The human chord,uk,,chirandom
10294,268,,,"McKay, Claude,",New York Harper & Bros. 1928,1928,1890,1928,,,Home to Harlem,us,,chirandom
11214,52,,,"Young, E. H.","New York Harcourt, Brace & Co. 1927",1927,1880,1927,,,Moor fires,uk,,chirandom
4549,33,,,"Durkin, Douglas 1884-  (Douglas Leader),",Toronto Musson Book Co. 1921,1921,,1921,,,The Lobstick trail,us,,chirandom
10036,711,,,"Lewis, Sinclair,","New York Harcourt, Brace & Co. 1925",1925,1885,1925,,,Arrowsmith,us,,chirandom
10289,270,,,"Hill, Grace Livingston,",New York Grosset & Dunlap 1928,1928,1865,1928,,,Blue ruin,us,,chirandom
11016,551,,,"Bennett, Arnold,",New York George H. Doran Co. 1923,1923,1867,1923,,,Riceyman Steps,uk,,chirandom
4668,67,,,"Dwight, H. G.","Garden City; N.Y. Doubleday, Page & Co. 1922",1922,1875,1922,,,Stamboul nights,us,,chirandom
11137,39,,,"Sinclair, Bertrand W.","Boston Little, Brown, & Co. 1924",1924,1881,1924,,,The inverted pyramid,ca,,chirandom
11036,242,,,"West, Rebecca,",Garden City; N.Y. George H. Doran Co. 1929,1929,1892,1929,,,Harriet Hume,uk,,chirandom
11224,13,,,"Connington, J. J.","Boston Little, Brown 1928",1928,1880,1928,,,Mystery at Lynden Sands,uk,,chirandom
11124,826,,,"Galsworthy, John,",New York Charles Scribner's Sons 1924,1924,1867,1924,,,The white monkey,uk,,chirandom
11486,79,,,"Christie, Agatha,","New York Dodd, Mead 1936",1936,1890,1936,,,Murder in Mesopotamia,uk,,chimyst
10527,66,,,"Queen, Ellery,",New York Frederick A. Stokes Co. 1937,1937,,1937,,,The door between,us,,chimyst
11444,67,,,"Oppenheim, E. Phillips,","Boston Little, Brown, & Co. 1934",1934,1866,1934,,,The man without nerves,uk,,chimyst
11344,23,,,"Upfield, Arthur W.",London Hutchinson & Co. 1931,1931,1888,1931,,,The sands of Windee,uk,,chimyst
11634,38,,,"Wentworth, Patricia,",Philadelphia Lippincott 1939,1939,,1939,,,Lonesome road,uk,,chimyst
11429,36,,,"Freeman, R. Austin,",London Hodder & Stoughton 1934,1934,1862,1934,,,For the defence: Dr. Thorndyke,uk,,chimyst
11601,71,,,"Christie, Agatha,"," Leicester, Ulverscroft 1939",1939,1890,1939,,,Murder is easy,uk,,chimyst
10533,37,,,"Stout, Rex,","New York; Toronto Farrar & Rinehart, Inc. 1937",1937,1886,1937,,,The red box,us,,chimyst
11520,22,,,"Allingham, Margery,",London Hodder & Stoughton 1937,1937,1904,1937,,,The case of the late Pig,uk,,chimyst
11562,54,,,"Blake, Nicholas,",New York; London Harper & Bros. 1938,1938,1904,1938,,,The beast must die,uk,,chimyst
11289,20,,,"Connington, J. J.","Boston Little, Brown, & Co. 1930",1930,1880,1930,,,The eye in the museum,uk,,chimyst
10401,12,,,"Cain, Paul,",Garden City; N.Y. George H. Doran Co. 1933,1933,,1933,,,Fast one,us,,chimyst
10449,22,,,"Palmer, Stuart,",Garden City; N.Y. George H. Doran Co. 1934,1934,1905,1934,,,The puzzle of the silver Persian,us,,chimyst
10358,12,,,"Palmer, Stuart,",New York Brentano's 1931,1931,1905,1931,,,The penguin pool murder,us,,chimyst
11533,44,,,"Innes, Michael,", North Yorkshire : House of Stratus 1937,1937,1906,1937,,,Hamlet: revenge!,uk,,chimyst
10351,255,,,"Hill, Grace Livingston,",New York Grosset & Dunlap 1931,1931,1865,1931,,,Kerry,us,,chirandom
10367,52,,,"West, Nathanael,",New York; Paris Contact editionsontact editions 1931,1931,1903,1931,,,The dream life of Balso Snell,us,,chirandom
10477,300,,,"Marquis, Don,",Garden City; New York George H. Doran Co. 1935,1935,1878,1935,,,The lives and times of archy & mehitabel,us,,chirandom
10326,283,,,"Dos Passos, John,",New York; London Harper & Bros. 1930,1930,1896,1930,,,The 42nd parallel,us,,chirandom
10376,44,,,"Cather, Willa,",Boston; New York Houghton Mifflin Co. 1932,1932,1873,1932,,,The song of the lark,us,,chirandom
11455,19,,,"Wheatley, Dennis,",New York E.P. Dutton 1934,1934,1897,1934,,,Black August,uk,,chirandom
11506,9,,,"Oppenheim, E. Phillips,",London Hodder & Stoughton 1936,1936,1866,1936,,,The bird of paradise,uk,,chirandom
11618,11,,,"Monsarrat, Nicholas,",London Cassell 1939,1939,1910,1939,,,This is the schoolroom,uk,,chirandom
11038,463,,,"Tomlinson, H. M.",New York Harper & Bros. 1930,1930,1873,1930,,,All our yesterdays,uk,,chirandom
11341,138,,,"Strong, L. A. G.",New York Alfred A. Knopf 1931,1931,1896,1931,,,The garden,uk,,chirandom
10408,235,,,"Hill, Grace Livingston,",New York Grosset & Dunlap 1933,1933,1865,1933,,,The beloved stranger,us,,chirandom
11450,46,,,"Van der Post, Laurens,",London Leonard & Virginia Woolf at the Hogarth Press 1934,1934,,1934,,,In a province,??,,chirandom
10416,42,,,"Queen, Ellery,",New York F.A. Stokes Co. 1933,1933,,1933,,,The American gun mystery,us,,chirandom
10333,539,,,"Hughes, Langston,",New York Alfred A. Knopf 1930,1930,1902,1930,,,Not without laughter,us,,chirandom
11052,168,,,"Isherwood, Christopher,",London L. & Virginia Woolf at the Hogarth Press 1935,1935,1904,1935,,,Mr. Norris changes trains,uk,,chirandom
10782,71,,,"Lockridge, Richard,",New York E.P. Dutton 1945,1945,1898,1945,,,Death in the mind,us,,chimyst
10665,19,,,"Gardner, Erle Stanley,",New York Detective Book Club 1942,1942,1889,1942,,,The case of the empty tin,us,,chimyst
10622,23,,,"Reilly, Helen,",New York Random House 1940,1940,1890,1940,,,The dead can tell,us,,chimyst
10822,27,,,"Miller, Wade,","New York Farrar, Straus & Co. 1946",1946,,1946,,,Deadly weapon,us,,chimyst
10919,324,,,"Stout, Rex,",New York Viking Press 1948,1948,1886,1948,,,And be a villain,us,,chimyst
11674,124,,,"Christie, Agatha,","New York Dodd, Mead & Co. 1941",1941,1890,1941,,,Evil under the sun,uk,,chimyst
10956,387,,,"Queen, Ellery,","Boston Little, Brown 1949",1949,,1949,,,Cat of many tails,us,,chimyst
11851,33,,,"Crispin, Edmund,",Philadelphia J.B. Lippincott Co. 1948,1948,1921,1948,,,Love lies bleeding,uk,,chimyst
10790,163,,,"Queen, Ellery,","Boston Little, Brown 1945",1945,,1945,,,The murderer is a fox,us,,chimyst
10844,54,,,"Coxe, George Harmon,",New York Alfred A. Knopf 1947,1947,1901,1947,,,Fashioned for murder,us,,chimyst
