volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
nnc1.cu01664417,1900,1917,1869,1900,m,us,57029,0.367267560498,0,1,353,"Tarkington, Booth,",Monsieur Beaucaire,teamblack | random
11156,1925,1925,1862,1925,m,uk,75933,0.523291180014,0,1,353,"Phillpotts, Eden,",A voice from the dark,teamblack | chirandom | stew | det100
11081,1944,1944,1882,1944,m,uk,67696,0.242450966812,0,1,353,"Joyce, James,",Stephen hero,chirandom | teamred
11928,1950,1950,1912,1950,m,uk,67279,0.573674628268,1,1,353,"Symons, Julian,",The 31st of February,teamred | chimyst
10688,1942,1942,1908,1942,m,us,82671,0.761415180331,1,1,353,"Rice, Craig,",The big midget murders,teamblack | det100 | chimyst
uc1.b4101416,1875,1875,1819,1875,m,us,68692,0.489911226366,1,1,347,"Pinkerton, Allan,",Claude Melnotte as a dete,teamblack | stew | locdetmyst
20899,1970,1970,1908,1970,m,us,49536,0.398177888353,0,1,352,"L'Amour, Louis,",Galloway,chirandom | teamred
uc2.ark+=13960=t4cn73z09,1888,1888,1843,1888,m,,49220,0.433646246335,1,1,351,"Gibbon, Charles,",Beyond compare,teamblack | stew | locdetmyst
11349,1931,1931,1886,1931,m,uk,87484,0.472086374043,0,1,353,"Williams, Charles,",Many dimensions,teamblack | chirandom
4690,1922,1922,1857,1922,m,us,78462,0.286525919655,0,1,353,"Hough, Emerson,",The young Alaskans on the,chirandom | teamred
uc2.ark+=13960=t53f4sg3b,1875,1875,1811,1875,m,fr,63183,0.36516122953,0,1,353,"Walraven, E. G.","The two orphans, or, The ",teamred | random
11364,1932,1932,1909,1932,f,uk,24160,0.252611752226,0,1,353,"Evans, Margiad,",Country dance,chirandom | teamred
10292,1928,1928,1890,1928,m,us,89844,0.650765579835,1,1,352,"Keeler, Harry Stephen,",Sing Sing nights,teamred | chimyst
10216,1924,1924,1896,1924,m,us,109261,0.283214320756,0,1,353,"Bromfield, Louis,",The green bay tree,teamblack | chirandom
20649,1965,1965,1899,1965,m,us,21405,0.399205799256,0,1,352,"Nabokov, Vladimir Vladimi",The eye,chirandom | teamred
20417,1960,1960,1926,1960,m,us,49038,0.667431815742,1,1,353,"McBain, Ed,",Give the boys a great big,teamblack | stew | chimyst
nyp.33433074864889,1888,1888,1836,1888,m,uk,116385,0.531035708711,0,1,353,"Goodman, E. J.",Too curious,teamred | supernatural | random
mdp.39076002720709,1900,1900,0,1900,m,,40902,0.525182056719,1,1,353,"Chapman, Allen.","Boys of Spring Hill, or, ",teamblack | stew | locdetmyst
22787,1987,1987,1943,1987,m,us,70972,0.311400816654,0,1,352,"Swift, Edward,",A place with promise,chirandom | teamred
11191,1927,1927,1875,1927,m,uk,110170,0.201967894759,0,1,353,"Buchan, John,",Witch wood,teamblack | chirandom | chifantasy
21473,1977,1977,1937,1977,m,us,47374,0.440750725506,0,1,353,"Segal, Erich,",Oliver's story,chirandom | teamred
uc2.ark+=13960=t2h70dt42,1888,1888,1843,1888,m,,49098,0.470801120174,1,1,351,"Gibbon, Charles,",Beyond compare,locdetmyst | teamred
10286,1928,1928,1888,1928,m,us,61156,0.539709888784,1,1,353,"Esteven, John,",The door of death,teamblack | chimyst
uc2.ark+=13960=t6251m863,1871,1871,1838,1871,m,uk,80104,0.297282816381,0,1,352,"Farjeon, B. L.",Joshua Marvel,teamblack | random
uc1.$b382267,1891,1891,0,1891,,,69022,0.448814576342,1,1,353,Anonymous9,Eleven possible cases,teamblack | stew | locdetmyst
11907,1950,1950,1921,1950,m,uk,65544,0.66964220459,1,1,353,"Crispin, Edmund,",Frequent hearses,teamblack | chimyst
10853,1947,1947,0,1947,m,us,59518,0.475610128553,0,1,352,"Heinlein, Robert A.",Rocket ship Galileo,chiscifi | chirandom | teamred
mdp.39015063096088,1922,1922,1892,1922,f,us,33370,0.23846049559,0,1,353,"Squier, Emma-Lindsay,",The wild heart,teamred | random
10962,1949,1949,1886,1949,m,us,71271,0.751529868604,1,1,345,"Stout, Rex,",The second confession,teamred | det100 | chimyst
uc2.ark+=13960=t9t14vb5t,1874,1874,1819,1874,m,us,80160,0.568115582246,1,1,347,"Pinkerton, Allan,",The expressman and the de,locdetective | teamred
21179,1974,1974,1925,1974,m,us,53883,0.541006616562,1,1,353,"Harrison, Harry,",Queen Victoria's revenge,teamblack | chimyst
23092,1989,1989,1937,1989,m,us,53684,0.752097640001,1,1,353,"Goldsborough, Robert,",The last coincidence,teamblack | chirandom | chimyst
11932,1950,1950,1878,1950,f,uk,88610,0.635103550303,1,1,351,"Wentworth, Patricia,",Through the wall,teamblack | chirandom | chimyst
11013,1950,1950,1912,1950,m,us,53682,0.662734112482,0,1,353,"Van Vogt, A. E. 1912-2000",The house that stood stil,teamblack | chirandom | chiscifi
10679,1942,1942,1884,1942,m,us,56427,0.557681945799,1,1,353,"Merritt, Abraham,",Burn: witch: burn!,teamred | chiscifi | stew | chimyst
11074,1942,1942,1898,1942,m,uk,36852,0.101840289712,0,1,353,"Lewis, C. S.",The Screwtape letters,teamblack | chirandom | chifantasy
20114,1953,1953,1909,1953,m,us,71631,0.146432585962,0,1,353,"Pangborn, Edgar,",West of the sun,teamblack | chirandom | chiscifi | stew
21603,1979,1979,1950,1979,f,us,77380,0.226683298054,0,1,353,"Braverman, Kate,",Lithium for Medea,teamblack | chirandom
20737,1967,1967,1923,1967,f,us,59956,0.458570635218,0,1,353,"Fox, Paula,",Poor George,teamblack | chirandom
11098,1950,1950,1919,1950,f,uk,77525,0.201879985092,1,1,353,"Lessing, Doris,",The grass is singing,chirandom | teamred | stew | chimyst
22766,1987,1987,0,1987,m,us,61784,0.666406762896,1,1,353,"Ray, Robert J. 1935-  (Ro",Murdock for hire,teamblack | stew | chimyst
10862,1947,1947,1906,1947,m,us,135281,0.377247701258,0,1,353,"Myers, John Myers,",The wild Yazoo,chirandom | teamred
20083,1953,1953,1920,1953,m,us,71330,0.311145958248,0,1,352,"Asimov, Isaac,",Second foundation,chiscifi | chirandom | teamred | stew
21589,1978,1978,1924,1978,m,us,47654,0.626066327345,1,1,352,"Wilcox, Collin,",The watcher,teamred | stew | chimyst
21094,1973,1973,1933,1973,m,us,132491,0.0850033097406,0,1,353,"Gardner, John,",Jason and Medeia,chirandom | teamred | chifantasy
20474,1961,1961,1886,1961,m,us,54520,0.797884398888,1,1,345,"Stout, Rex,",The final deduction,teamblack | chirandom | chimyst
nyp.33433075761720,1888,1888,1838,1888,m,uk,58823,0.658318479031,0,1,352,"Farjeon, B. L.",Miser Farebrother,teamblack | random
10723,1943,1943,0,1943,m,us,67941,0.658122059877,1,1,351,"Queen, Ellery,",There was an old woman,stew | teamred | cozy | det100 | chimyst
20008,1951,1951,1916,1951,f,us,65918,0.569766788517,1,1,352,"Davis, Dorothy Salisbury,",A gentle murderer,teamblack | chimyst
uc2.ark+=13960=t70v8bj6k,1922,1922,0,1922,m,,71982,0.342958037588,1,1,350,"French, Joseph Lewis,",Masterpieces of mystery,locghost | teamblack | locdetmyst
20842,1969,1969,1903,1969,m,us,52704,0.671963713467,1,1,352,"Pentecost, Hugh,",Girl watcher's funeral,teamblack | chirandom | stew | chimyst
21356,1976,1976,1911,1976,m,us,56799,0.638816174324,1,1,351,"Platt, Kin,",The body beautiful murder,teamblack | chimyst
njp.32101067707909,1874,1874,1834,1874,m,us,223929,0.294246731447,0,1,353,"Benedict, Frank Lee,",John Worthington's name,teamred | random
nyp.33433082168877,1875,1875,1822,1875,m,us,23047,0.425483713275,0,1,353,"Optic, Oliver,","Getting an indorser, and ",teamblack | random
11234,1928,1928,1888,1928,m,uk,65809,0.717779413011,0,1,352,"Knox, Ronald Arbuthnott,",The footsteps at the lock,chirandom | teamred | det100
20996,1971,1971,1926,1971,m,us,122898,0.63461618256,1,1,353,"Thomas, Ross,",The fools in town are on ,teamblack | chimyst
20922,1970,1970,1918,1970,m,us,60172,0.709334375755,1,1,351,"Spillane, Mickey,",Survival Zero,teamblack | stew | hardboiled | chimyst
11007,1950,1950,1904,1950,f,us,123126,0.30754207125,0,1,353,"Seton, Anya,",Foxfire,teamblack | chirandom
11255,1929,1929,1890,1929,f,uk,65911,0.701909156787,1,1,349,"Christie, Agatha,",The Seven dials mystery,teamred | cozy | chimyst
11803,1946,1946,1899,1946,m,uk,82607,0.22109690589,0,1,353,"Forester, C. S.",Lord Hornblower,teamblack | chirandom
21143,1973,1973,1886,1973,m,us,50345,0.798353480345,1,1,345,"Stout, Rex,",Please pass the guilt,teamred | chimyst
20136,1954,1954,1916,1954,m,us,106734,0.303913480091,0,1,353,"Foote, Shelby,",Jordan County,chirandom | teamred
21221,1974,1974,1933,1974,m,us,97181,0.675316259004,0,1,353,"Stark, Richard,",Butcher's moon,teamblack | chirandom | crime
mdp.39015062658789,1881,1881,1844,1881,f,us,93231,0.416358664024,0,1,353,"Sidney, Margaret,",Five little Peppers and h,teamblack | random
11681,1941,1941,1902,1941,f,uk,88729,0.488783128912,0,1,352,"Heyer, Georgette,",Faro's daughter,chirandom | teamred
22692,1987,1987,1953,1987,m,us,108952,0.531960510798,1,1,353,"Hiaasen, Carl,",Double whammy,chirandom | teamred | chimyst
uc2.ark+=13960=t23b5ww6x,1922,1922,0,1922,m,,65363,0.45181640572,1,1,350,"French, Joseph Lewis,",Masterpieces of mystery,locghost | teamblack | locdetmyst
uc1.31822033251729,1922,1922,1883,1922,m,au,31927,0.193021839533,0,1,353,"Forrest, Michael D",Father Justin,teamred | random
11469,1935,1935,1891,1935,m,au,73279,0.326669764555,0,1,353,"McKinney, J. P,",Crucible,chirandom | teamred
23109,1989,1989,1925,1989,m,us,72432,0.695394371234,1,1,353,"Hillerman, Tony,",Talking God,teamred | chimyst
20481,1962,1962,1914,1962,m,us,59134,0.206723183938,0,1,353,"Burroughs, William S.",The ticket that exploded,teamblack | chirandom
11148,1925,1925,1888,1925,m,uk,59724,0.752219421488,1,1,352,"Knox, Ronald Arbuthnott,",The viaduct murder,teamred | chimyst
22375,1985,1985,1922,1985,f,us,63405,0.548588399034,1,1,351,"MacLeod, Charlotte,",The plain old man,teamred | chimyst
nyp.33433075843544,1892,1892,1833,1892,m,fr,62230,0.230387021197,0,1,353,"Theuriet, André,",A young man of the period,teamred | random
uva.x000674483,1888,1888,1851,1888,f,uk,97711,0.26830498702,0,1,353,"Ward, Humphry,",Robert Elsmere,teamblack | random
20205,1955,1955,1886,1955,m,us,57445,0.754701023919,1,1,345,"Stout, Rex,",Before midnight,teamred | chimyst
11277,1929,1929,1875,1929,m,uk,27158,0.784806801562,1,1,353,"Wallace, Edgar,",The lone house mystery,teamblack | chirandom | stew | chimyst
20642,1965,1965,1916,1965,m,us,114806,0.527809798217,1,1,350,"MacDonald, John D.",A deadly shade of gold,chirandom | teamred | chimyst
22649,1987,1987,1968,1987,m,us,71506,0.515179270198,1,1,352,"Collins, Max Allan,",Spree,teamblack | chimyst
nyp.33433074929393,1865,1865,1827,1865,m,us,156058,0.651095748804,1,1,353,"Williams, John Babbington",Leaves from the note-book,locdetective | teamred | stew
20794,1968,1968,1927,1968,f,us,66342,0.5369025567,0,1,352,"Peters, Elizabeth,",The jackal's head,teamblack | chirandom
21579,1978,1978,1943,1978,m,us,80972,0.408108485464,0,1,352,"Swift, Edward,",Splendora,chirandom | teamred
20837,1969,1969,1899,1969,m,us,172333,0.288805099709,0,1,352,"Nabokov, Vladimir Vladimi",Ada,teamblack | chirandom
21519,1978,1978,1952,1978,m,us,55533,0.522450074251,1,1,353,"Estleman, Loren D,",Sherlock Holmes vs. Dracu,teamred | chihorror | chimyst
21341,1976,1976,1939,1976,m,us,52160,0.758762459501,1,1,353,"Lutz, John,",Buyer beware,teamred | chimyst
11730,1943,1943,1895,1943,f,nz,94644,0.496776537066,1,1,351,"Marsh, Ngaio,",Colour scheme,chirandom | teamred | chimyst
10269,1927,1927,1876,1927,f,us,8238,0.585956872511,1,1,353,"Glaspell, Susan,",A jury of her peers,chirandom | teamred | chimyst
11298,1930,1930,1882,1930,m,au,105557,0.331016562438,0,1,353,"Manning, Frederic,",Her privates: we,teamblack | chirandom
4708,1922,1922,1868,1922,m,us,117054,0.142712085312,0,1,353,"Masters, Edgar Lee,",Children of the market pl,chirandom | teamred
10733,1944,1944,1915,1944,f,us,66025,0.692675888135,1,1,353,"Brackett, Leigh,",No good from a corpse,chirandom | teamred | chimyst
20151,1954,1954,1912,1954,m,us,105032,0.211822300411,0,1,353,"Manfred, Frederick Feikem",Lord Grizzly,chirandom | teamred
20522,1962,1962,1921,1962,m,us,79278,0.759230061295,1,1,353,"Shannon, Dell,",Extra kill,teamblack | chimyst
20709,1966,1966,1937,1966,m,us,47056,0.415733233047,0,1,353,"Pynchon, Thomas,",The crying of lot 49,teamblack | chirandom
20194,1955,1955,1912,1955,f,us,101574,0.433223963215,0,1,353,"McCarthy, Mary",A charmed life,chirandom | teamred
4529,1921,1921,1889,1921,m,us,21138,0.130028675314,0,1,353,"Byrne, Donn,",Messer Marco Polo,teamblack | chirandom | chifantasy
10377,1932,1932,1896,1932,m,us,152503,0.344785487303,0,1,353,"Dos Passos, John,",1919,chirandom | teamred
10778,1945,1945,1904,1945,f,us,55546,0.457580498353,1,1,353,"Hughes, Dorothy B. 1904-",Dread journey,teamblack | hardboiled | chimyst
20526,1962,1962,1886,1962,m,us,55285,0.802641964323,1,1,345,"Stout, Rex,",Gambit,teamblack | chirandom | chimyst
22107,1983,1983,1934,1983,f,us,168272,0.279793326284,0,1,353,"Meade, Marion,",Sybille,teamblack | chirandom
22628,1987,1987,1913,1987,f,us,53164,0.568375514859,1,1,352,"Braun, Lilian Jackson,",The cat who played Brahms,teamred | chimyst
23601,1987,1987,1954,1987,f,uk,253701,0.205263930834,0,1,353,"Gregory, Philippa,",Wideacre,chirandom | teamred
uva.x001705067,1917,1917,1876,1917,m,us,112883,0.318580168485,0,1,353,"London, Jack,","Michael, brother of Jerry",teamred | random
20428,1960,1960,1926,1960,m,us,68260,0.30162839388,0,1,353,"Sigal, Clancy,",Weekend in Dinlock,teamblack | chirandom
11593,1939,1939,1893,1939,,uk,67338,0.636409649556,1,1,351,"Berkeley, Anthony,",Death in the house,teamblack | chimyst
23468,1952,1952,1904,1952,f,uk,92027,0.517835855262,1,1,351,"Allingham, Margery,",The tiger in the smoke,teamred | cozy | chimyst
21565,1978,1978,1927,1978,f,us,70724,0.582751170375,1,1,352,"Peters, Elizabeth,",Street of the five moons,teamred | chimyst
10774,1945,1945,0,1945,m,us,51700,0.781566708025,1,1,353,"Halliday, Brett,",Murder is my business,teamred | chimyst
20290,1957,1957,1897,1957,f,us,57265,0.18437324268,0,1,353,"Malvern, Gladys,",My lady: my love,teamblack | chirandom
10086,1930,1930,1862,1930,m,us,59534,0.32558897784,0,1,353,"Stratemeyer, Edward,",With Taylor on the Rio Gr,teamblack | chirandom
uc2.ark+=13960=t5v69m62h,1911,1911,1870,1911,m,nz,50429,0.271967111401,0,1,353,"Cowan, James,",The adventures of Kimble ,teamred | random
20833,1969,1969,1915,1969,m,us,67005,0.690953133436,1,1,353,"Macdonald, Ross,",The goodbye look,teamred | chimyst
10761,1944,1944,1905,1944,f,us,117154,0.362861199398,0,1,353,"Walker, Mildred",Winter wheat,chirandom | teamred
21142,1973,1973,1945,1973,m,us,49098,0.451747269719,0,1,353,"Spencer, Scott,",Last night at the brain t,teamblack | chirandom
10835,1946,1946,1909,1946,f,us,93080,0.258950556601,0,1,353,"Welty, Eudora,",Delta Wedding,teamblack | chirandom
10494,1936,1936,1906,1936,m,us,65887,0.716803023193,1,1,353,"Latimer, Jonathan,",Murder in the madhouse,teamblack | chimyst
11836,1947,1947,1897,1947,f,uk,107857,0.30469936678,0,1,353,"Robins, Denise,",More than love,chirandom | teamred
uc2.ark+=13960=t3hx1bd9t,1832,1832,1800,1832,f,uk,69179,0.315237105423,1,1,351,"Hall, Anna Maria",The buccaneer,locdetmyst | teamred | stew
uc1.b3386909,1871,1871,1812,1871,m,,177570,0.601989758258,1,1,353,"McWatters, George S",Knots untied,locdetective | teamred
10359,1931,1931,0,1931,m,us,72810,0.783869194426,1,1,351,"Queen, Ellery,",The Dutch shoe mystery,teamred | det100 | chimyst
11252,1929,1929,1893,1929,m,uk,66582,0.783215675393,1,1,351,"Berkeley, Anthony,",The poisoned chocolates c,teamblack | chimyst
11882,1949,1949,0,1949,,uk,54786,0.674050981083,1,1,353,"Ferrars, E. X,",The March Hare murders,chirandom | teamred | chimyst
uiuo.ark+=13960=t9c53x809,1859,1859,1808,1859,m,uk,70537,0.373411765995,0,1,353,"Chorley, Henry Fothergill",Roccabella,teamred | random
11468,1935,1935,1895,1935,f,nz,61344,0.711964106172,1,1,351,"Marsh, Ngaio,",The nursing home murder,teamblack | chirandom | cozy | chimyst
20750,1967,1967,1895,1967,m,us,65457,0.237931506629,0,1,353,"McNichols, Charles Longstreth,",Crazy weather,chirandom | teamred
22097,1983,1983,1922,1983,f,us,75826,0.612686981505,1,1,351,"MacLeod, Charlotte,",Something the cat dragged,chirandom | teamred | stew | chimyst
njp.32101031806159,1875,1875,1819,1875,m,us,66673,0.497410378649,1,1,347,"Pinkerton, Allan,",Claude Melnotte as a dete,teamblack | locdetmyst
20176,1955,1955,1890,1955,f,us,55741,0.659895925939,1,1,352,"Crane, Frances,",Death in lilac time,teamred | chimyst
21469,1977,1977,1920,1977,m,us,167043,0.658477098257,1,1,353,"Sanders, Lawrence,",The second deadly sin,teamred | chimyst
10353,1931,1931,1865,1931,f,us,72080,0.422793959168,0,1,352,"Hill, Grace Livingston,",The chance of a lifetime,chirandom | teamred
20471,1961,1961,1916,1961,m,us,241627,0.546994301241,0,1,352,"Robbins, Harold,",The carpetbaggers,chirandom | teamred
10531,1937,1937,1902,1937,m,us,29729,0.487691745269,0,1,353,"Steinbeck, John,",Of mice and men,chirandom | teamred
21904,1981,1981,1947,1981,m,us,70058,0.698089543874,1,1,353,"Valin, Jonathan,",Dead Letter,teamblack | stew | chimyst
10765,1945,1945,1905,1945,f,us,61168,0.65140815737,1,1,353,"Armstrong, Charlotte,",The innocent flower,teamred | chimyst
11073,1942,1942,1897,1942,m,uk,76728,0.371349129047,0,1,353,"Knight, Eric,",Sam Small flies again (Th,teamblack | chirandom
22221,1984,1984,1922,1984,f,us,64069,0.588653342586,1,1,351,"MacLeod, Charlotte,",The Convivial Codfish,teamred | chimyst
21607,1979,1979,1935,1979,m,us,78785,0.441894493566,0,1,353,"Cline, C. Terry,",Cross current,teamblack | chirandom
inu.30000007703436,1894,1922,1859,1894,m,other,103328,0.658503835727,1,1,351,"Doyle, Arthur Conan,",Memoirs of Sherlock Holme,teamblack | locdetmyst
11123,1924,1924,1862,1924,m,uk,89326,0.788734396737,1,1,352,"Freeman, R. Austin,",The red thumb mark,teamblack | chimyst
22073,1983,1983,1946,1983,m,us,83622,0.396724317825,0,1,352,"Foster, Alan Dean,",For love of mother-not,chiscifi | chirandom | teamred | stew
20219,1956,1956,1890,1956,f,us,56556,0.674732096273,1,1,352,"Crane, Frances,",Horror on the Ruby X,teamblack | chimyst
uc1.b249346,1898,1898,0,1898,,,28066,0.68775142795,1,1,353,Anonymous1,"Seth Bond, or, A lost tre",locdetmyst | teamred
21127,1973,1973,1911,1973,m,us,60058,0.683786532318,1,1,351,"Platt, Kin,",The Princess Stakes murde,teamblack | chimyst
uc2.ark+=13960=t5bc3wr6q,1879,1879,1819,1879,m,us,64568,0.609519877933,1,1,347,"Pinkerton, Allan,",Mississippi outlaws and t,locdetective | teamred
20233,1956,1956,1907,1956,m,us,55278,0.524965175739,0,1,352,"Heinlein, Robert A.",Double star,chiscifi | chirandom | teamred
22803,1987,1987,1953,1987,m,us,98081,0.391991682459,0,1,353,"Williams, Walter Jon,",Voice of the whirlwind,teamblack | chirandom | chiscifi
10838,1947,1947,1906,1947,m,au,102243,0.23460800609,0,1,353,"Blunden, Godfrey",A Room on the Route,teamblack | chirandom
10622,1940,1940,1890,1940,f,us,64933,0.643382517057,1,1,352,"Reilly, Helen,",The dead can tell,teamred | stew | chimyst
11169,1926,1926,1872,1926,m,uk,83720,0.638751049935,1,1,353,"Gask, Arthur,",Cloud: the smiter,teamblack | chirandom | chimyst
10665,1942,1942,1889,1942,m,us,75727,0.835124893009,1,1,352,"Gardner, Erle Stanley,",The case of the empty tin,teamred | det100 | chimyst
22499,1986,1986,1944,1986,m,us,59954,0.673318973485,1,1,352,"Friedman, Kinky,",Greenwich killing time,teamblack | chimyst
21739,1980,1980,1932,1980,m,us,261632,0.387954651723,0,1,353,"Jakes, John,",The Americans,teamblack | chirandom
11535,1937,1937,1899,1937,m,uk,96504,0.265204513983,0,1,352,"Linklater, Eric,",Juan in China,chirandom | teamred
11300,1930,1930,1866,1930,m,uk,85088,0.669396045574,1,1,351,"Oppenheim, E. Phillips,",The million pound deposit,teamred | stew | chimyst
11109,1923,1923,1864,1923,m,uk,70360,0.592262478218,1,1,353,"Le Queux, William,",The voice from the void,teamred | chimyst
uc2.ark+=13960=t8ff3s14j,1832,1832,1800,1832,f,uk,67976,0.210624481406,1,1,351,"Hall, Anna Maria",The buccaneer,locdetmyst | teamred | stew
21288,1975,1975,1944,1975,m,us,102051,0.391756008234,0,1,353,"Stasheff, Christopher,",The warlock in spite of h,teamblack | chirandom | chifantasy
10621,1940,1940,1906,1940,m,us,76045,0.796522206997,1,1,353,"Rawson, Clayton,",The headless lady,teamred | stew | chimyst
22340,1985,1985,1947,1985,m,us,73314,0.324748632502,0,1,353,"Effinger, George Alec,",The nick of time,teamblack | chirandom | chiscifi | stew
nyp.33433075818611,1876,1878,1842,1876,f,fr,81966,0.452327730731,0,1,353,"Gréville, Henry,",Marrying off a daughter,teamred | random
uc2.ark+=13960=t5db7zr5v,1879,1879,1839,1879,m,us,53824,0.289011695433,0,1,353,"Adams, Robert Chamblet,","On board the ""Rocket""",teamblack | random
10793,1945,1945,1874,1945,f,us,108978,0.280941105255,0,1,353,"Stein, Gertrude,",Wars I have seen,chirandom | teamred
11499,1936,1936,1906,1936,m,uk,81154,0.721754931124,1,1,353,"Innes, Michael,",Death at the president's ,chirandom | teamred | stew | chimyst
20026,1951,1951,1910,1951,m,us,59086,0.414055093462,0,1,353,"Merwin, Sam,",The house of many worlds,chiscifi | chirandom | teamred
inu.30000118528748,1913,1913,0,1913,m,uk,31618,0.274732345342,0,1,353,"Knight, Arthur Lee.",Told in the Indian twilig,teamred | random
11316,1931,1931,1882,1931,m,uk,152486,0.381874159187,0,1,353,"Armstrong, Martin,",The romantic adventures o,teamblack | chirandom
22748,1987,1987,1932,1987,m,us,46682,0.713989316318,1,1,353,"Parker, Robert B.",Pale kings and princes,teamblack | chimyst
23075,1989,1989,0,1989,f,us,85176,0.546885450434,1,1,352,"Dunlap, Susan,",Pious deception,chirandom | teamred | stew | chimyst
23537,1970,1970,1912,1970,m,au,217476,0.312021000478,0,1,353,"White, Patrick,",The vivisector,chirandom | teamred
20163,1954,1954,1916,1954,m,us,60221,0.627918346149,0,1,352,"Robbins, Harold,",Never leave me,teamblack | chirandom
10272,1927,1927,1890,1927,m,us,96186,0.758383332087,1,1,352,"Keeler, Harry Stephen,",Find the clock,teamred | chimyst
11100,1929,1929,1894,1929,m,us,61320,0.750520450328,1,1,352,"Hammett, Dashiell,",Red Harvest,teamblack | hardboiled | det100 | chimyst
21845,1981,1981,1940,1981,m,us,104377,0.61945913729,1,1,353,"Harris, Thomas",Red dragon,pbgothic | teamred | chimyst
11575,1938,1938,1906,1938,f,nz,99907,0.238892793947,0,1,353,"Hyde, Robin,",The godwits fly,chirandom | teamred
22783,1987,1987,1943,1987,f,us,154100,0.36926620046,0,1,353,"Spencer, LaVyrle,",The gamble,chirandom | teamred
10151,1940,1940,1863,1940,f,us,63841,0.246335709434,0,1,353,"Atkinson, Eleanor,",Greyfriars Bobby,chirandom | teamred
uc1.32106001930137,1911,1911,1874,1911,m,uk,94283,0.505063544933,1,1,353,"Chesterton, G. K.",The innocence of Father B,locdetmyst | teamred | det100
21330,1976,1976,1929,1976,m,us,84809,0.53432266118,0,1,353,"Jenkins, Dan,",Limo,chirandom | teamred
20767,1967,1967,1916,1967,m,us,55671,0.711274791132,1,1,352,"Vance, Jack,",The Pleasant Grove murder,teamblack | chimyst
22133,1983,1983,1941,1983,f,us,208991,0.241291045643,0,1,353,"Spellman, Cathy Cash,",So many partings,chirandom | teamred
23126,1989,1989,1950,1989,f,us,105085,0.511985271147,1,1,353,"Lackey, Mercedes,",Burning water,teamblack | chimyst | chihorror | chifantasy
